cluster,title_tok
2,peintre graveur Diccionario Histórico Ilustres Profesores Bellas Artes España Adiciones Diccionario histórico ilustres profesores Bellas artes España d Anatomia Uso Pittori Scultori vero proprietario monumenti antichi Descrittione Tvtta Italia F. Leandro Alberti Bolognese Wegh-Wyser Italien Beschrijvinge Landen Steden Italien Delices Italie Delices Italie Nuovissima guida viaggiatori Italia Vedute Avanzi Monumenti Antichi Sicilie Palais Maisons Vues Italie Storia belle arti friulane arts connected architecture illustrated examples Central Italy 13th 1 Valdinievole illustrata storia naturale civile ecclesiastica agricoltura i Viaggio Pittorico Toscana Viaggio Pittorico Toscana Viaggio Pittorico Toscana Architecture Toscane Palais Maisons Édifices Toscane Architecture Toscane Palais Maisons Edifices Toscane Monuments sépulcraux Toscane Etruria Pittrice Ovvero Storia Pittura Toscana Dedotta Monumenti Esibiscono Viaggi alcune Lazio diconsi fondate re Saturno Viaggio antiquario contorni Roma Viaggio antiquario contorni Roma Analisi Storico-Topografico-Antiquaria Carta De Dintorni Roma Analisi Storico-Topografico-Antiquaria Carta De Dintorni Roma Analisi Storico-Topografico-Antiquaria Carta De Dintorni Roma Itinerario Istruttivo Roma Napoli Ovvero Descrizione De Insigni Monumenti Antich Viaggio pittorico Regno Sicilie Viaggio pittorico Regno Sicilie Viaggio pittorico Regno Sicilie Distinta relazione danno cagionato tremuoto succeduto à dì 3 novembre 1706 Lago Fucino emissario Claudio regione de Marsi Considerazioni progetto prosciugare Lago Fucino congiugnere Mar Tirreno all' Adriat Rifugio Abruzzo-Aquilano o Descrizione storica venerabili chiese Relazione visita Fucino fatta luglio agosto 1816 Fuciner See L archeologo nell' Abruzzo ovvero Prospetto storico i monumenti antichi Raccolta Vedute esistevano Gabinetto Duca Torre Rappresentanti Eruzi Architectural studies Italy Parallele plans belles salles spectacles Italie France Lettera Messer Bartolommeo Ammannati Scvltore Architetto Fiorentino Scritta Accademici D Oratione funerale laude Federigo Baroccio Vrb.o Cavalier Gio Lorenzo Bernino Bernini disegnatore Disegni Imperial Palazzo S. Michele Adiacenze Eretto S. Pietroburgo Ordine Paol Filippo Ser Brunellesco Architetto Fiorentino Discorso Alessandro Lamo Scoltvra Et Pittvra Doue ragiona Opere m Diario MDCCXX MDCCXXI Scritto Propria Mano Parigi Rosalba Carriera Dipintri Notizie Storiche Sincere Opere Celebre Pittore Antonio Allegri Correggio trasportatione obelischo Vaticano et fabriche Signore Papa Sisto V. Pitture Lattanzio Gambara Cavaliere D. Luca Giordano Pittore Napoletano Appia illustrata ab Urbe Roma Capuam Rime Gio Paolo Lomazzi milanese pittore divise libri Fiori Ingegno Memorie Domenico Martinelli Sacerdote Lucchese Insigne Architetto Illustrissimo Virtutum Maecenati Atque Amplissimo Domino Domno Adriano Ulloae Et Regenti Dignissimo Eseqvie Divino Michelagnolo Bvonarroti Celebrate Firenze Accademia de Pittori Scultori selection heads Judgment Michael Angelo canonico Domenico Moreni fregio gloria Felsina pittrice Lorenzo Pasinelli pittor bolognese Raccolta vasi antichi candelabri tripodi sarcofagi lucerne altari cippi Congettura lettera creduta Baldessar Castiglione Raffaello Urbino Lettera Raffaello Urbino Papa Leone X. Elogio storico Raffaello Santi Urbino Imagines Veteris Ac Novi Testamenti Raphaele Sanctio Vrbinate Vaticani Palatii Xystis Mira Pict Caryatides Stanza dell'Eliodoro Vatican designed Raffaelle d'Urbino School Raphael Lodi Signor Gvido Reni Maddalena Em.mo Reuerendiss Card Santacroce Dipinta Guido Reni Pennello Lagrimato Poesia Mvta Celebrata Pittura loquace Raccolta disegni originali Mauro Tesi Breve Compendio Famoso Titiano Vecellio Cadore Cavalliere Et Pittore Ragionamenti Cavaliere Giorgio Vasari Pittore Et Architetto Aretino Domenico Maria Viani Pittor Bolognese Castelli Ponti Maestro Niccola Zabaglia Alcune Ingegnose Pratiche Descrizione De Pitture Fresco De Principali Maestri Veneziani 56 disegni isola Capri 1930 Italo Valenti Precipitationes Entrata Roma Eccel.mo Ambasciatore Pollonia MDCXXXIII Festa fatta Roma alli 25 febraio MDCXXXIV Corografia Roma ovvero Descrizione cenni istorici de monumenti colla guida medesimi Opera Pomponii Laeti Romanae historiae compendium ab interitu Gordiani Iunioris usque Iustinum Roma Ristavrata Et Italia illustrata Biondo Forlì Opera Andrea Fvlvio antichità Roma delli edificij memorabili Roma ristaurata et Italia illustrata Cose Maravigliose Roma Cose Maravigliose Roma Roma Ristavrata Et Italia illustrata Compendio Roma Antica Libro M. Pyrrho Ligori Napolitano Antichità Roma Antichità Roma Descritione De Chiese Stationi Indulgenze Reliquie de Corpi Sancti sonno de Antichità De Roma Cose Maravigliose Alma Roma Roma Ristavrata Et Italia Illvstrata Cose Maravigliose Alma Roma L Antiqvità Roma I Tesori Nascosti Nell' Alma Roma Cose Maravigliose Alma Roma Anfiteatro Specchio Overo Compendio Antichità Roma Memorie Sacre Chiese Roma luoghi trouano strade Ristretto Grandezze Roma Chiese Roma Roma Ricercata sito scuola Antiquarij Relatione Corte Roma de Riti osseruarsi essa de Magistrati Offitij c Roma antica moderna Aaloudheden Rome Descrizione Roma Antica Descrizione Roma Moderna Trattato cose memorabili Roma antiche moderne presente t Trattato cose memorabili Roma antiche moderne presente t Trattato cose memorabili Roma antiche moderne presente t Roma Moderna Distinta Rioni Cavata Panvinio Pancirolo Nardini Autori Roma Antica Moderna O Nuova Descrizione gl Edificj Antichi Moderni Sagri Roma Antica Moderna O Nuova Descrizione gl Edificj Antichi Moderni Sagri Roma Ampliata Rinovata O Nuova Descrizione Antica Moderna Roma Accurata Succinta Descrizione Topografica Antichità Roma Accurata Succinta Descrizione Topografica Istorica Roma Moderna Rioni Roma I Vestigi Antichità Roma teatro fabriche et edificii prospettiva Roma moderna Stvdio Architettvra Civile Stvdio Architettvra Civile Stvdio Architettvra Civile Nuova raccolta belle vedute Roma Roma antica moderna ovvero Breve descrizione superba Nuova raccolta megliori vedute antiche moderne Roma Raccolta principali vedute Roma contorni Frontespizio Antichità Roma Scenografia degl' interni belle chiese basiliche antiche Roma Vedute principali monumenti Roma antica rovina intera Dizionario etimologico storico strade piazze borghi vicoli Roma Osservazioni i cimiterj de santi martiri antichi cristiani Roma Basiliken christlichen Roms giardini Roma piante alzate vedute prospettiva volto Roma altre immagini Vedute Tevere Roma sistemazione Testamento Politico Accademico Fiorentino Cenni strade passeggiate Roma esposti forma dialogo allineamenti allargamenti strade piazze Ornamenti Fabriche Antichi Et Moderni Alma Roma fontane Roma piazze luoghi publici prospetti De Lateranensibvs parietinis ab illustriss revenrendiss domino D. Francisco Card Barberino rest Raguaglio solenne Chiesa S. Luigi Nazione Francese occas Osservazioni sedia pontificale ch' nell' abside Basilica San Paolo Ostien Ragguaglio miracolosa immagine Maria detta Luce trasportata Chiesa de PP Mini Breve notizia Chiesa S. Egidio Abate Borgo Angelico Solenne ricevimento testa Sant' Andrea Apostolo cappella presso Ponte Milvio cons Solenne ricevimento testa Sant-Andrea Apostolo cappella presso Ponte Milvio cons Dichiaratione pitture sala de Signori Barberini Descrizione Basilica Vaticana Architettvra Basilica S. Pietro Vaticano Architettura Basilica S. Pietro Vaticano Compendium privilegiorum rev fabricae S. Petri Riflessioni De Padri Tommaso Seur Francesco Jacquier Deel Ordine De Ruggiero Giusep Risoluzione dubbio proposto Padre Abate Raviglia parere alli contraforti altr Relazione Statva Eqvestre Carlo Magno Eretta Portico Tempio Vaticano colla raccolta sacre grotte vaticane Nuova descrizione Vaticano o Sacrosanta Basilica S. Pietro Relazione restauri eseguiti terze logge pontificio palazzo vaticano dipin De Bassanesi Illustri Notizie Opere De Pittori Scultori Intagliatori Bassano Misteriose Pittvre Palazzo Moroni pitture sculture architetture chiese luoghi pubblici Bergamo Vite Pittori Artefici Bolognesi Vite Pittori Artefici Bolognesi Basilica Petroniana ovvero S. Petronio Vescovo Protettore Bologna Certosa Bologna Descritta Pitture Vago Cvrioso Ristretto Profano Sagro Historia Bresciana Pitture Sculture Brescia Descrizione Catania cose notevoli dintorni essa Guida breve illustrazione chiese Catania Sobborghi N. 118 epigrafi latin Istruzione storico pittorica visitare chiese palazzi Castello Selva Notizie Autentiche Risguardanti Fabbrica Cattedrale Como Altre Memorie Patr Distinto Rapporto Dipinture trovansi Chiese Sobborghi Cremona Pitture Sculture Cremona Guida storica sacra R. sobborghi Cremona amatori belle arti Dettaglio Chiese Cremona Catalogo Gerarchia Celeste Patria fonte pubblico Faenza descrizione Catalogo pitture conservano Chiesa de PP Congregazione Oratorio Compendio Historico Origine Accrescimento Prerogatiue Chiese Luoghi Pij Citt Memorie Istoriche Chiese Ferrara De Borghi Guida Forestiere Ferrara Bellezze Fiorenza Firenze antica moderna illustrata Firenze antica moderna illustrata Firenze antica moderna illustrata Firenze antica moderna illustrata Firenze antica moderna illustrata Firenze antica moderna illustrata Firenze antica moderna illustrata Villa giardino paesaggio Memorie istoriche Ambrosiana R. Basilica S. Lorenzo Firenze Memorie istoriche Ambrosiana R. Basilica S. Lorenzo Firenze Memorie istoriche Ambrosiana R. Basilica S. Lorenzo Firenze Descrizione Cappella S. Antonino Arcivescovo Firenze Ordine De Predicatori Descrizione istorica sacro tempio Carmine Firenze esisteva Descrizione studj insigne fabbrica S. Maria Fiore metropolitana fiorentina c Instruzione Vedersi Bello Genova Pittura Scultura Architettura Descrizione Pitture Scolture Architetture Trovansi Alcune Borghi Cas Description Beautés Gènes Environs Dialogo origine Aquila Vite de SS Protettori fedelissima Aquila Guida Aquila Appunti artistici Levanto Vincentii^Marchio^Il forestiere informato cose Lucca Guida Sacra Chiese Lucca Signore contengono Feste Descrizione Pitture Sculture Architetture osservano Mantova Descrizione storica pitture Regio-Ducale Palazzo porta Mantova detta arti artefici Mantova paesaggio mantovano tracce materiali lettere arti Nuova guida Milano amanti belle arti sacre profane antichità milanesi Guida Milano O Descrizione De Luoghi Osservabili Milano Reca Istruzione Opere De Pittori Nazionali Esteri esposte pubblico Dvomo Milano Distinto ragguaglio ottava maraviglia o gran metropolitana insubria v pitture sculture Modena I Pregi Regio Palazzo Modena Descrittione De I Lvoghi Sacri Napoli Fondatori Reliqvie Sepoltvre Napoli Antica Moderna Napoli Antica Moderna Napoli Antica Moderna Succinte Notizie Facciata Chiesa Cattedrale Napoletana Contezz felicità Padova Angelo Portenari Descrizione Pitture Sculture Architetture Padova Pitture Sculture Architetture Altre Cose Notabili Padova Lettere Fabbrica Cattedrale Padova Ragionamento Giuseppe Betussi Cathaio Guida Esatta Notizia Forastieri eccellenti Pitture Molte Chiese De plazzi reali territorio Pavia Guida Pavia Guida Forestiere Augusta Cittï¿½ Perugia pongono vista piï¿½ eccellenti Memorie de pittori perugini secolo XVIII Descrizione Pitture S. Pietro Perugia Chiesa de Monaci Neri S. Benedetto quant Descrizione storica Chiesa S. Domenico Perugia Descrizione Chiesa S. Francesco de PP Minori Conventuali Perugia Dissertazione sull' antico tempio Sant' Angelo situato porta Perugia Catalogo Pitture Conservano Chiese Pesaro Memorie origine progresso Pesco Costanzo Palazzo Municipale Piacenza Forestiero Erudito O Sieno Compendiose Notizie Spettanti Pisa Descrizione pitture Campo Santo Pisa coll' indicazione monumenti ivi raccolti Compendio Istorico Arte Comporre I Musajci Descrizione De Musajci Antichi Trov Lettera Antico Edificio Ravenna Volgarmente Rotonda Veridico racconto origine progressi et miracoli Madonna Reggio descrittione d Pitture chiese Rimino Memorie istoriche massimamente sacre Sora Memorie storiche Sora Memorie storiche Solmona Memorie storiche uomini illustri Solmona Notizie storiche topografiche Solmona Memorie Trevigiane Opere Disegno mille mille ottocento Servire Stor Venetia Nobilissima Et Singolare Descritta XIIII Libri Venetia nobilissima et singolare descritta XIII libri M. Francesco Sansovino et Venetia Nobilissima Et Singolare Descritta XIIII Libri Guida Venezia all' amico belle arti Ritratto Venezia Descrizione Pubbliche Pitture Venezia Isole circonvicine O Rinnov pittura veneziana Vite De Pittori De Scvltori Et Architetti Veronesi Vite De Pittori De Scvltori Et Architetti Veronesi Notizie Storiche Chiese Verona Notizie Storiche Chiese Verona Notizie Storiche Chiese Verona Notizie Storiche Chiese Verona Notizie Storiche Chiese Verona Osservazioni viaggio Viaggio à Roma S.ra R.le M.tà Maria Casimira Regina Polonia voto visitar extract observations tour Italy Letters Italy years 1754 1755 Italy inhabitants Italy inhabitants tour southern provinces Kingdom Naples Lettre famille mois Italie English travellers Italian brigands English travellers Italian brigands Apennines lands Abruzzi Skizzenbuch Memorie originali italiane risguardanti belle arti Ritratti Celebri Pittori Secolo XVII Lucio Vitruvio Pollione De architectura libri dece traducti de latino vulgare affigurati Painting Illustrated Diallogues Leonis^Baptistae^Alberti^Florentini^viri^clarissimi de Re aedificatoria opus elegantissimum et quam Trattato Nobiltà Pittvra Saggio Pittura Lettera Filippo Baldinucci risponde quesiti materie pittura Lezione Filippo Baldinvcci Nell' Accademia Crvsca Lvstrato Detta essa Accademia Raccolta Opuscoli Materie Pittura Scultura Architettura pratica perspettiva pratica perspettiva Beaux Arts Reduits Principe vite de pittori scultori et architetti moderni Lettere belle arti nobilissima pittura et arte dottrina conseguirla agevolment Opus Architectonicum Equitis Francisci Boromini Ejusdem Exemplaribus Petitum Raccolta Lettere Pittura Scultura Architettura Raccolta Lettere Pittura Scultura Architettura Raccolta Lettere Pittura Scultura Architettura Raccolta Lettere Pittura Scultura Architettura Raccolta Lettere Pittura Scultura Architettura Raccolta Lettere Pittura Scultura Architettura Raccolta Lettere Pittura Scultura Architettura Philosophical Critical History Fine Arts Painting Sculpture Architecture Philosophical Critical History Fine Arts Painting Sculpture Architecture Diálogos Pintvra Sv Defensa Origen Esse[n]cia Definicion Modos Diferencias Idea Perfezione Pittura Belle Arti Conte Leopoldo Cicognara Pittura Parnaso Catalogo Istorico De Pittori Scultori Ferraresi Opere Catalogo Istorico De Pittori Scultori Ferraresi Opere Catalogo Istorico De Pittori Scultori Ferraresi Opere Catalogo Istorico De Pittori Scultori Ferraresi Opere Bibliografia Storico-Critica Architettura Civile Arti Subalterne Bibliografia Storico-Critica Architettura Civile Arti Subalterne Trattato Perfette Proporzioni cose imitare ritrarre possano arte d Handbuch Malerei Berge Athos Dialogues Arts Artiste Amériquain Amateur François Oeuvres Etienne Maurice Falconet Trattato architettura civile militare Saggio Architettura Gotica Trattato Teofilo Gallaccini Errori Architetti Kommentar Lorenzo Ghibertis Storia Pittorica Italia Storia Pittorica Italia Storia Pittorica Italia Storia Pittorica Italia Storia Pittorica Italia Storia Pittorica Italia Memorie Celebri Pittori Urbino Traité Architecture Hansen Lenckers W. Burgers inn Nürmberg Perspectiva Compendio vite de pittori veneziani istorici rinomati presente secolo ritra Leggi Bello Applicate Pittura Architettura Felsina Pittrice Felsina Pittrice Lettere Consigliere Gian Lodovico Bianconi scritte nome Segretario Accademia S. L Architettura militare Architettura militare Architettura militare Lettere pittoriche perugine o Ragguaglio alcune memorie istoriche risguardanti arti Risposta lettere pittoriche Signore Annibale Mariotti Cose Gentilesche Profane Trasportate Uso Adornamento Chiese Discorsi Anton Chi-Chiama Bidello Accademia Veneziana Pittura Scultura Archit Trattato Completo Formale Materiale Teatro Principj Architettura Civile Principj Architettura Civile Principj Architettura Civile Notizie Francesco Milizia Scritte Discorsi Architettura Senatore Giovan Batista Nelli R Perspective Cvrievse Ov Magie Artificiele Effets Merveillevx Trattato Pittvra Scvltvra Vso Et Abvso Terme Romani Museo Pictorico Escala Óptica Museo Pictorico Escala Óptica Vite De Pittori Scultori Architetti Moderni Vite De Pittori Scultori Architetti Moderni Esame Ragionato Nobiltà Pittura Scultura Metodo Studiare Pittura Cagioni Decadenza Piero della Francesca Dialoghi Claro Sarpiri istruire desidera eccellente pittore figurista Essay Picturesque Compared Sublime Beautiful Use Stud Essays Picturesque Compared Sublime Beautiful Use Studyi Essays Picturesque Compared Sublime Beautiful Use Studyi Essays Picturesque Compared Sublime Beautiful Use Studyi Pittura Friulana Indice libro intitolato Parnaso de pittori Works Jonathan Richardson Maraviglie Arte Ouero Vite De Illvstri Pittori Veneti Maraviglie Arte Ouero Vite De Illvstri Pittori Veneti Pitture Vite Compendio Varj Incisori Pittori Pittvra Givdicio Overo Oneste Pitture E' l Oscene microcosmo pittura overo Trattato diviso libri pratica prospettiva Vite De Pittori Scultori Architetti Bergamaschi Vite Celebri Architetti Scultori Veneziani fiorirono Secolo Decimosesto opere Giorgio Vasari Raccolta De Pittori Scvltori Et Architetti Modonesi celebri leggono Opere Regola de Cinque Ordini Architettvra Levens-Beschryvingen Nederlandsche Konst-Schilders Konst-Schilderessen Levens-Beschryvingen Nederlandsche Konst-Schilders Konst-Schilderessen Levens-Beschryvingen Nederlandsche Konst-Schilders Konst-Schilderessen Levens-Beschryvingen Nederlandsche Konst-Schilders Konst-Schilderessen Orazione Signor Francesco Maria Zanotti Lode Pittura Scoltura Architettu Avvertimenti Giampietro Cavazzoni Zanotti incamminamento Giovane Pittura L Idea De Pittori Scvltori Et Architetti Serie Uomini I Illustri Pittura Scultura Architettura Serie Uomini I Illustri Pittura Scultura Architettura Serie Uomini I Illustri Pittura Scultura Architettura Soggetti Quadri Uso De Giovani Pittori simbolico formato imprese scelte spiegate illustrate sentenze eruditioni sacre Breve relatione et gesti reverendiß P.M. Enrico Silvio asteggiano Medizin Historie Kunst polychromatic ornament Italy Catalogo Artisti Bassanesi Viventi Nota De Quadri Opere Scultura Esposti Festa S. Luca Accademici Disegno Trionfo Bell' Arti Ragguaglio Antichita Rarita Conservano Galleria Mediceo-Imperiale Firenze Verzeichniss Gemälde königlichen Pinakothek München Musæum Kircherianum Sive Musæum P. Athanasio Kirchero Collegio Romano Societatis Jesu Jam Pri Descrizione ragionata Galleria Doria Catalogo Quadri Esistenti Signor D.n Giovanni D.r Vianelli Canonico Cattedrale D Ædes Walpolianæ Description Collection Pictures Houghton Hall Norfolk Asta grafica contemporanea arte giardini inglesi Anecdotes painting England Anecdotes painting England Origine Et Progresso Academia Dissegno De Pittori Scultori Architetti Roma Storia Università Studj Roma detta comunemente Sapienza Storia Università Studj Roma detta comunemente Sapienza Vues Sicile Principj disegno Principes apprendre dessiner paysage nature Dessins voyage Elogio storico Cavaliere Anton Raffaele Mengs select collection views ruins Rome vicinity leçons P. P. Rubens Racconto sontuose esequie fatte serenissima Isabella Reina Spagna Chiesa Description principaux ouvrages peinture sculpture antichi teatri anfiteatri Antiquarum statuarum urbis Romae quae publicis privatisque locis visuntur icones Kabinet Statuen Petit Atlas Topografia geometrica Agro Romano overo misura pianta quantità tenute ca Istoria Granducato Toscana Medici Epitoma De Regno Apvlie Et Sicilie Redvcens Svmmatim Vnvm Qvecvnqvae De Eo Tangvnt Historici Inci diocesi Aquila descritta illustrata life pontificate Leo tenth noms style antiquité Gréco-Latine Alto Medioevo latino histoire littérature Opere volgari latine Conte Baldessar Castiglione Dicerie sacre Themis Dea Sev De Lege Divina Stephani Pighii Campensis Ad Ampliss Antonivm Perrenotum Cardinal Opere Conte Algarotti Opere Conte Algarotti Opere Conte Algarotti Opere Conte Algarotti Opere Conte Algarotti Opere Conte Algarotti Opere Conte Algarotti Opere Conte Algarotti Opere Conte Algarotti Opere Conte Algarotti Roma Trionfante Roma Trionfante Corona aurea correscantibus gemmis preciosissimis conserta margaritis i qua he perpulchre scient Athanasii^Kircheri^Fvldensis^E^Soc.^Iesv^Presbyteri Mvsvrgia Vniversalis Sive Ars Magna Consoni Et D Ricordi Overo Ammaestramenti Monsignor Sabba Castiglione Caualier Gierosolimitano Athanasii Kircheri Phonurgia nova sive conjugium mechanico physicum artis naturae paranympha phono
3,italienische Deutschlandbild Geschichte italienische Deutschlandbild Geschichte Korkmodelle Antonio Chichi venuti i tedeschi Deutsche Romfahrer Winkelmann Böcklin Roma illustrata sogno mediterraneo Goethe unterwegs Italien erlebt erzählt erforscht South German imaginary Deutsche Landschaft Erkundung Beschreibung Welt Schriften Kunst Film Strategien Bibliothek Ort Buch Geschichte Briefe Briefe Briefe Sinn Bibliotheken Römische Memoiren Harmonie Maß Wilhelm Alexander Humboldt Serendipity Glück Findens Kork Goethes italienische Reise Treffpunkt Rom 1810 Rom Alpen tragen hand Monumente Sehnsucht visuelle Zeitalter Publishing Artistic Practice deutschsprachige Bildgedicht future art postdigital age Cultures obsolescence Postdigital aesthetics Postdigital 2 Digital migration Glitch art theory practice present image Archäologie Kunst Postdigital 1 Mi casa tu casa manuale falsario Albert Anker Geträumtes Glück Leben viaje Oriente Book history postcolonial eyes Paper knowledge Materialität Editionswissenschaft Post digital print needs books History cataloguing cataloguing methods 1100 1850 book bookshelf Raw data oxymoron Libraries traditions innovations ZettelWirtschaft Switching codes Science archives Double fold Landscapes landforms Italy deutsche Kulturpolitik Griechenland Nationalsozialismus Deutschland Italien Italien Deutschland dream Rome Material Cultures Materiality Luther Goethe Italien Italien Deutschland Europa great good place Early modern studies digital turn Uncreative writing Uncreative Writing Konstruktion Fiktion Nation Romantik heutiger Sicht Silben Oleander Wort Akaziengrün Sämtliche Werke Epochen Schaffens Sämtliche Werke Epochen Schaffens Sämtliche Werke Epochen Schaffens Goethe Haus Frauenplan Goethes Leben Goethes Leben Goethes Leben Goethes Leben Goethes Leben Goethes Leben Goethes Leben Goethes Leben Goethes Leben Fall Goethe deutscher Fall Goethe romanische Welt Johann Wolfgang Goethe Goethe tedesco Goethe L Italia Goethe Lebendiger Abglanz Goethe Juden Juden Goethe Goethe Sehnsucht Italien Sehnsucht Italien Ausflucht Norden Römische Speaking air marvelous clouds travels adventures serendipity Google Forgetting machines knowledge management evolution early modern Europe Modelle Konstruktion Wirklichkeit Power Deutsche Orientalistik Nationalsozialismus 1933 1945 Hegel Italien Italien Hegel new Faxed Total digital digital Turing cathedral Turings Kathedrale Digitizing medieval early modern material culture save click Television counterculture cyberculture Technobiophilia Informationskontrolle
5,Glossaire français moyen âge Cicerone Italienische Kunstwerke Meisterbeschreibungen clash gods L art italien Renaissance 1905 Kunstdenkmäler Südtirols Enciclopedia monografica Friuli-Venezia Giulia Enciclopedia monografica Friuli-Venezia Giulia Italien critical historical corpus Florentine painting Ville palazzi castelli Tuscia viterbese XV XVII secolo Architettura medioevale Abruzzo futurismo diocesi Padova monete Repubblica Genova Orafi senesi Mobili italiani Settecento Martino Altomonte Caravaggio Rinascimento Donatello Piero della Francesca Appia Don Lorenzo Monaco Perugino Raphaels Zeichnungen Enotrio xilografie Giulio Pistoia cornice Saggio bibliografia romana Roma romantica Vecchia Roma ewige Stadt Roma Vaticano Madonna Perpetuo Soccorso Santa Maria Publicolis edificio RAI Thermen Agrippa Thermes Caracalla époque romaine jours lapide Anagi Traditio legis Influences ancient Roman wall painting late thirteenth century Italian painting vie Bologna Paestum griechischen Tempel Pietro Miliani fabbricante carta Fiorentini Storia Napoli Napoli romantica Padova pitture musulmane soffitto Cappella Palatina Palermo Altre cose piacentine arte storia Villa Collazzi Giogoli Inventario analitico fonti documentarie Monteleone Vibo Valentia presso Ar Montaigne Italy Begegnung Lebenden Toten Apollo Daphne Wörterbuch biblischer Bilder Symbole agiografico Felicita i figli Verzeichnis Schriften Wilhelm Bode Amore antichi Karl Koetschau Diego Martelli Dal Pozzo Albani drawings classical antiquities Royal Library Windsor Castle Masterpieces Renaissance Baroque sculpture Palazzo Venezia Rome Toscana Lorena mappe Archivio Praga Ossian Kunst 1800 Renaissance Romantisme Trésors orfévrerie églises Roussillon Languedoc méditerranéen Rooms wonder L età normanna sveva Sicilia Arte postale pace i diritti umani XIV Quadriennale Roma collezioni arte Cassa Risparmio Bologna Museo Civico Ala Ponzone Cremona Inventario general pinturas R. Galleria Estense Modena Museo Civico Padova Ceramica Siyalk III Verzeichnis Städtischen Gemälde-Sammlung Strassburg Sammlung Carl Moll Wien Old master paintings drawings picture frames Entwicklungsgeschichte modernen Kunst Antikenstudium Antikenkopie altchristliche Elfenbeinplastik Art England L arte Atti Accademia Roveretana Agiati Leonardo Bullettino Societï¿½ Amici Arte Provincia Forli Book auction records Kunst Graphik introduction history woodcut Inventaire général mobilier couronne Louis XIV 1663 1715 Old masters worldwide Collectors marks Landscape philosophy art Jan Brueghel Elder 1568 1625 Hans Döring maîtres autrefois Claude-Nicolas Ledoux Bernt Notke Kreis Henri Rousseau Ai Weiwei search of humanity Gorizia Ande Henry Moore Willi Sitte Berlin Öffentliches Bauen mittelalterlichen Bern Scholarly community early university Paris Enciclopedia Románico Galicia Kultur Schwedens vorchristlicher etruskische italo-hellenistische römische Malerei Federico Gonzaga ostaggio corte Giulio II Lorenzo de Medici italienischer Staatsmann Emergency planning response libraries archives museums Idee Bibliothek Zukunft Bestandserhaltung Archiven Bibliotheken Griechische Geschichte Schlacht Chaeroneia Griechische Geschichte Schlacht Chaeroneia Etudes byzantines sud Tropico Cancro Thurnier Buch Essai histoire théâtre L Italie qu' on voit et Italie qu' on voit pas
