id,lang,authors,title,subtitle,statement,place,publisher,year,editors,subjects,subject_types,parentId,parentTitle
BV007685537,eng,,Marble,,,"Malibu, Calif.",J.-Paul-Getty-Museum,1990,,Römisches Reich|Marmor,g|s,,
BV007685729,ita,"Casadio, Gianfranco","Adultere, fedifraghe, innocenti",,Gianfranco Casadio,Ravenna,Longo,1990,,Neorealismus,s,BV004305745,"Musica, cinema, immagine e teatro"
BV007686498,fre,,Gli affreschi della Basilica di Aquileia,,a cura di Luigi Magnani,Torino,ERI,1960,"Magnani, Luigi",Dom Aquileja|Freskomalerei,g|s,,
BV007687018,ger,"Braun, Johann W. J.",Raffaels Disputa,,von J. W. J. Braun,Düsseldorf,Buddeus,1859,,Raffael,u,,
BV007687020,ger,"Sirén, Osvald",Giottino und seine Stellung in der gleichzeitigen florentinischen Malerei,,von Osvald Sirén,Leipzig,Klinkhardt & Biermann,1908,Giottino,Giottino|Florenz|Malerei,p|g|s,BV040716945,Kunstwissenschaftliche Studien
BV007687651,fre,"De Ruyt, Franz","Charun, démon étrusque de la mort",,Franz de Ruyt,Rome,Inst. Historique Belge,1934,,Charon|Ikonographie,p|s,BV000001655,"Études de philologie, d'archéologie et d'histoire anciennes"
BV007687749,ita,,Manifestatori delle cose miracolose,,catalogo di Gaudenz Freuler. Fondazione Thyssen-Bornemisza,Einsiedeln,Eidolon,1991,"Freuler, Gaudenz",Schweiz|Kunstmuseum,g|s,,
BV007691993,ger,"Herder, Johann Gottfried von",Werke,,"Johann Gottfried Herder. Hrsg. von Martin Bollacher, Jürgen Brummack, Ulrich Gaier ...",Frankfurt am Main,Dt. Klassiker-Verl.,1993,"Bollacher, Martin|Grimm, Gunter E.",,,BV000018012,Bibliothek deutscher Klassiker
BV007692037,ger,"Rauh, Reinhold",Edgar Reitz,,Reinhold Rauh. [Hrsg.: Bernhard Matt],München,Heyne,1993,"Matt, Bernhard","Reitz, Edgar|Film",p|s,,
BV007692158,ita,,Bergamo e il suo territorio nei documenti altomedievali,,"Provincia di Bergamo, Assessorato ai Servizi Sociali ..., A cura di Mariarosa Cortesi",Bergamo,,1991,"Cortesi, Mariarosa",Bergamo,g,BV006666478,Contributi allo studio del territorio bergamasco
BV007692232,eng,"Nead, Lynda",The female nude,,Lynda Nead,London [u.a.],Routledge,1992,,Weiblicher Akt,s,,
BV007692314,ger,"Holzapfel, Otto",Lexikon der abendländischen Mythologie,,Otto Holzapfel,Freiburg ; Basel ; Wien,Herder,[1993],,Mythos|Europa,s|g,,
BV007692525,ger,"Goethe, Johann Wolfgang von",Goethes Werke,,herausgegeben im Auftrage der Großherzogin Sophie von Sachsen,Weimar,Böhlau,1919,,,,,
BV007694196,ita,,"Francesco, in Italia, nel mondo",,testi di Gabriele Atanassiu ...,Milano,Jaca Book,1990,"Atanassiu, Gabriele","Franz (von Assisi, Heiliger)|Kunst|Franziskaner",p|s|b,,
BV007695537,eng,"Lansing, Carol",The Florentine magnates,,Carol Lansing,"Princeton, NJ",Princeton Univ. Press,1991,,Florenz|Adel,g|s,,
BV007695548,ger,"Neu, Heinrich",Das Schloß und die Festung Arenberg,,von Heinrich Neu,Köln-Zollstock,Steimel,1956,,Schloss Aremberg|Geschichte,g|s,BV006666575,Rheinische Monographien
BV007695639,ita,"Zeppegno, Luciano",Le chiese di Firenze,,Luciano Zeppegno,Roma,Newton Compton,1976,,Florenz|Kirchenbau,g|s,BV047903832,Italia nostra
BV007698547,eng,,La Certosa di Trisulti,,James Hogg ; Giovanni Leoncini ; Michele Merola,Salzburg,Inst. für Anglistik und Amerikanistik,1991,"Hogg, James|Leoncini, Giovanni|Merola, Michele",Kloster Trisulti,b,BV001889714,Analecta Cartusiana
BV007699405,ita,,Per la storia del collezionismo italiano,,Cristina DeBenedictis,Firenze,Ponte alle Grazie,1991,"De Benedictis, Cristina",Italien|Kunst,g|s,,
BV007699581,ita,"De Vecchi, Pierluigi",Lo sposalizio della vergine di Raffaello,,Pier Luigi DeVecchi,Firenze,Centro Di,1973,,Raffael|Raffael,p|u,BV037479417,Quaderni di Brera
BV007700785,ita,"Tamma, Giuseppina",Le gemme del Museo Archeologico di Bari,,Giuseppina Tamma,Bari,Edipuglia,1991,,Museo Archeologico|Gemme,b|s,BV004459409,Adrias
BV007703787,eng,"Pugin, Augustus Welby Northmore",The true principles of pointed or Christian architecture,,"set forth in two lectures delivered at St. Marie's, Oscott, by A. Welby Pugin",Oxford,St. Barnabas Press,1969,,"England|Neugotik|Pugin, Augustus Welby Northmore",g|s|p,,
BV007704004,ita,,San Marco,,Renato Polacco. Con contributi di: Giulia Rossi Scarpa e Jacopo Scarpa. [Ed.: Bruno Alfieri],Milano,Berenice,1991,"Polacco, Renato|Rossi Scarpa, Giulia|Scarpa, Jacopo|Alfieri, Bruno",San Marco,g,,
BV007704064,eng,,Milanese Renaissance art,,,Milano,Istituto per la Storia dell'Arte Lombarda,1992,,Lombardei|Kunst,g|s,BV002562084,Arte lombarda
BV007704121,ita,,Lo Sposalizio della Vergine di Raffaello,,C. Bertelli ...,Treviglio,Fiber,1983,"Bertelli, Carlo|Raffael",Raffael|Raffael,u|p,,
BV007704204,ita,"Rosci, Marco","Raffaello, Deposizione",,Marco Rosci,Torino,Lindau,1991,Raffael,Raffael,u,BV006667010,Le opere
BV007704433,ita,"Marchesi, Raffaello",Il cambio di Perugia,,per Raffaello Marchesi,Prato,Alberghetti,1853,,Perugia|Kunst,g|s,,
BV007704451,ita,"Panichi, Roberto",La tecnica dell'arte negli scritti di Giorgio Vasari,,Roberto Panichi,Firenze,Alinea Ed.,1991,,"Vasari, Giorgio|Fachsprache|Italien",p|s|g,BV037478845,Saggi e documenti
BV007707353,ger,,Verzeichnis der ausgestellten Gemälde des 13. bis 18. Jahrhunderts im Museum Dahlem,,,Berlin,,1966,,Gemäldegalerie|Malerei,b|s,,
BV007707681,lat,Guibert,Quo ordine sermo fieri debeat,,,Turnholti,Brepols,1993,"Huygens, R. B. C.",Guibert (von Nogent)|Theologie,p|s,,
BV007707710,lat,Radbert,Pascasii Radberti de benedictionibus patriarcharum Iacob et Moysi,,cura et studio Bedae Paulus [OSB],Turnholti,Brepols,1993,"Paulus, Beda",Jakob (Biblische Person)|Segen,p|s,,
BV007707713,fre,,Israël à travers les âges,,,Paris,,1968,,Juden|Palästina,s|g,,
BV007708288,ita,,San Giovanni in Laterano,,a cura di Carlo Pietrangeli,Firenze,Nardini Ed.,1990,"Pietrangeli, Carlo",San Giovanni in Laterano,g,,
BV007708343,ita,Pintoricchio,Pintoricchio,,testo di Pietro Scarpellini,Milano,Fabbri,1968,"Scarpellini, Pietro",Pius II. (Papst)|Freskomalerei|Dom Siena,p|s|g,BV002803485,I grandi decoratori
BV007708350,ita,,Arte,,introd. di Mauro Natale,Milano,Garzanti,1988,"Natale, Mauro",Kunst,s,,
BV007708483,ita,,Antichità dall'Umbria a New York,,[coordinamento scientifico: Francesco Roncalli ... Testi: Benedetta Adembri ... Red. Maria Paola Corbucci ...],[Milano],Electa,1991,"Roncalli, Francesco|Adembri, Benedetta|Corbucci, Maria Paola",Umbrien|Archäologie,g|s,,
BV007709501,ger,"Erche, Bettina",Architekturdarstellung in der Florentiner und Sieneser Malerei des Trecento,,von Bettina Erche,,,1992,,Toskana|Malerei,g|s,,
BV007709749,ita,,Nel raggio di Piero,,a cura di Luciano Berti,Venezia,Marsilio,1992,"Berti, Luciano|Piero",Piero (della Francesca)|Sansepolcro|Zeitgenossen,p|g|s,,
BV007709750,ita,,"Piero e Urbino, Piero e le Corti rinascimentali",,a cura di Paolo Dal Poggetto,Venezia,Marsilio,1992,"Dal Poggetto, Paolo|Piero",Piero (della Francesca)|Hof|Mittelitalien,p|s|g,,
BV007709918,ita,"Borsi, Franco",Paolo Uccello,,Franco e Stefano Borsi,Milano,Leonardo,1992,"Borsi, Stefano|Uccello, Paolo","Uccello, Paolo|Italien|Perspektive",p|g|s,,Paolo Uccello
BV007709919,ita,,Filippino Lippi,,Luciano Berti ; Umberto Baldini,Firenze,Ed. d'Arte il Fiorino,1991,"Berti, Luciano|Baldini, Umberto|Lippi, Filippino","Lippi, Filippino",p,,
BV007709920,ita,"De Marchi, Andrea G.",Gentile da Fabriano,,Andrea De Marchi,Milano,Motta,1992,Gentile,Gentile (da Fabriano),p,,
BV007709978,ger,"Balters, Frank",Der grammatische Bildhauer,,von Frank Balters,,,1991,,"Italien|Plastik|Alberti, Leon Battista|Gaurico, Pomponio",g|s|u|p,,
BV007710233,ita,"Magherini-Graziani, Giovanni",La prima giovinezza di Raffaello,,G. Magherini ; E. Giovagnoli,Città di Castello,Officine Tipografiche della Leonardo,1927,"Giovagnoli, E.",Raffael|Città di Castello|Malerei,p|g|s,,
BV007710301,eng,"Spier, Jeffrey",Ancient gems and finger rings,,Jeffrey Spier. The J. Paul Getty Museum,"Malibu, Calif.",,1992,,J. Paul Getty Museum|Ring,b|s,,
