id,lang,authors,title,subtitle,statement,place,publisher,year,editors,subjects,subject_types,parentId,parentTitle
BV035193497,ita,,Il futuro dei musei della città in Europa,,a cura di Graziano Campanini ...,Bologna,Bononia Univ. Pr.,2008,"Campanini, Graziano",Europa|Kommunales Museum,g|s,,
BV035193525,ita,"Nuzzo, Giulia",Tra prosa d'arte e prosa sull'arte,,Giulia Nuzzo,Genova,<<Il>> Melangolo,2007,,"Ungaretti, Giuseppe",p,BV000016399,Itinera
BV035193553,ita,"Della Barba, Pompeo",Commentario intorno alle terme di Montecatini,,"testo lat., trad. ital. e introd. a cura del prof. Enrico Coturri",Firenze,Olschki,1962,"Coturri, Enrico",,,BV000002556,De balneis Montis Catini
BV035193581,fre,,Jeux d'eau,,éditées par A. Durand,Aix-en-Provence,Presses universitaires de Provence,2008,"Durand, Aline|Comet, Georges",Müller,s,BV005881666,Cahier d'histoire des techniques
BV035193686,ger,,Hochschulanzeiger,,,"Frankfurt, M.",Frankfurter Allgemeine Zeitung,2004-,,,,,
BV035193843,ita,"Gisotti, Maria Rita",L' invenzione del paesaggio toscano,,Maria Rita Gisotti,Firenze,Ed. Polistampa,2008,,Toskana|Landschaftsbild,g|s,,
BV035194035,ita,"Pomi, Damiano",La parola si fa arte,,Damiano Pomi,Milano,Jaca Book,2008,,Sacro Monte,g,BV000008200,Di fronte e attraverso
BV035194160,ita,"Bulgarelli, Massimo",Leon Battista Alberti,,Massimo Bulgarelli,Milano,Electa,2008,"Alberti, Leon Battista","Alberti, Leon Battista",p,,
BV035194330,ita,"Godio, Anna",Architettura italiana in Eritrea,,Anna Godio,Torino,Rosa Ed.,2008,,Eritrea|Architektur,g|s,,
BV035194407,ita,,Parma per l'arte,,,Parma,,1951-,,,,,
BV035194630,ger,"Wiegmann, Jochen Gert Arend",Produktivitätsentwicklung in Deutschland,,Jochen Gert Arend Wiegmann,Frankfurt am Main [u.a.],Lang,2008,,Deutschland|Produktivität,g|s,BV000005640,Hohenheimer volkswirtschaftliche Schriften
BV035194676,eng,,FMR,,Franco Maria Ricci,Milan,FMR,1984-2004,,,,,
BV035194858,ger,"Fehr, Hubert",Aufbruch - die Anfänge der modernen Denkmalpflege um 1900,,Hubert Fehr,,,2008,,Sankt Georg|Denkmalpflege,g|s,,
BV035194918,ger,"Bagdahn, Jutta M.",Otto Franz Scholderer 1834-1902,,vorgelegt von Jutta M. Bagdahn,,,[2005],,"Scholderer, Otto|Malerei",p|s,,
BV035194929,ita,,Uno sguardo lento,,"Ist. per i Beni Artistici, Culturali e Naturali della Regione Emilia-Romagna. A cura di Piero Orlandi",Bologna,CLUEB,2007,"Orlandi, Piero",Emilia-Romagna|Denkmalpflege,g|s,,
BV035194932,ita,"Chimirri, Rosario",Atlante storico dell'architettura in Calabria,,Rosario Chimirri ; presentazione di Ilario Principe,Soveria Mannelli (Catanzaro),Rubbettino,2008,,Kalabrien|Architektur,g|s,,
BV035195143,ger,"Habicht, Victor Curt",Hanseatische Malerei und Plastik in Skandinavien,,von V. Curt Habicht,Berlin,Grote,1926,,Hansestadt|Skandinavien,s|g,BV020923910,Grote'sche Sammlung von Monographien zur Kunstgeschichte
BV035195164,ita,"Gellner, Edoardo",Quasi un diario,,Edoardo Gellner. A cura di Michele Merlo,Roma,Gangemi,2008,"Merlo, Michele","Gellner, Edoardo",p,,
BV035195298,gre,,Byzantina Symmeikta,,Institute for Byzantine Research (IBR),Athēnai,,2008-,,,,,
BV035195315,eng,"Denaro, Victor F.",The goldsmiths of Malta and their marks,,Victor F. Denaro,Firenze,Olschki,1972,,Malta|Silberschmiedekunst,g|s,BV000005508,Arte e archeologia
BV035195527,ger,"Dorst, Anja Josefine",Die fotografische Illustration als Interpretationsmethode im Lyrikunterricht der Sekundarstufe,,vorgelegt von Anja Josefine Dorst,,,2008,,Lyrik,s,,
BV035195685,ita,,"Afro, da Roma a New York",,[a cura di] Barbara Drudi,Prato [u.a.],Gli Ori,2008,"Afro|Drudi, Barbara",Afro,p,,
BV035195836,ita,"Vermigli, Francesco",Il Cristo di Bernardo,,Francesco Vermigli. Presentazione di Franco Cardini,Firenze,Ed. del Galluzzo [u.a.],2008,,"Bernard (Clairvaux, Abt, Heiliger)|Mönchtum",p|s,BV020836536,La mistica cristiana tra Oriente e Occidente
BV035195875,ita,,Il disegno di oratori romani,,Emanuela Chiavoni,Roma,Gangemi Ed.,[2008],"Chiavoni, Emanuela",Rom|Oratorium,g|s,,
BV035195878,ita,"Di Natale, Maria Concetta",Il Museo diocesano di Palermo,,Maria Concetta Di Natale,Palermo,Flaccovio,2006,,Museo Diocesano,b,BV035195876,Musei
BV035195880,ita,"Luisi, Luciano",Piazza del Popolo,,Luciano Luisi. Prefazione di Giovanni Russo,Roma,Rai-Eri,2008,,Rom|Künstler,g|s,,
BV035195990,ita,"Cipriani, Alberto",Per rinnovare il bel corpo della Chiesa,,Alberto Cipriani ; ricerca iconografica e campagna fotografica Lorenzo Cipriani ; prefazione Francesco Gurrieri,Pistoia,Gli Ori,2007,,Pistoia|Kirchenbau,g|s,,
BV035195992,ita,"Anselmi, Gian Mario",L' età dell'Umanesimo e del Rinascimento,,Gian Mario Anselmi,Roma,Carocci,2008,,Italien|Humanismus|Galeottus (Martius),g|s|p,BV013745657,Lingue e letterature Carocci
BV035196130,ita,,Giovanni Anastasi,,a cura di Claudia Caldari ...,Cinisello Balsamo (Milano),Silvana,2008,"Caldari, Claudia|Anastasi, Giovanni","Anastasi, Giovanni",p,,
BV035196184,ger,,Denken in Bildern,,"SMB, Staatliche Museen zu Berlin. [Hrsg. Günther Schauerte und Moritz Wullen]",Ostfildern,Hatje Cantz [u.a.],2008,"Schauerte, Günther|Wullen, Moritz|Schuster, Peter-Klaus",Kunst|Staatliche Museen zu Berlin,s|b,,
BV035196226,ita,,I santi patroni del Lazio,,"Regione Lazio, Assessorato alla Cultura, Spettacolo, Sport e Turismo. A cura di Sofia Boesch Gajano, Letizia Ermini Pani, Gioacchino Giammaria",Roma,,2007,"Boesch Gajano, Sofia|Pani Ermini, Letizia|Giammaria, Gioacchino",,,,
BV035196241,ita,,I santi patroni del Lazio,,"Regione Lazio, Assessorato alla Cultura, Spettacolo, Sport e Turismo. A cura di Sofia Boesch Gajano, Letizia Ermini Pani, Gioacchino Giammaria",Roma,,2007,"Boesch Gajano, Sofia|Pani Ermini, Letizia|Giammaria, Gioacchino",,,,
BV035196297,ita,"Fara, Giovanni Maria",I libri dell'architetto Jean-Charles Moreux al Centro Internazionale di Studi di Architettura Andrea Palladio,,a cura di Giovanni Maria Fara e Daniela Tovo,Firenze,Olschki,2008,"Tovo, Daniela","Moreux, Jean-Charles|Bibliothek",p|s,BV013807395,Testi e fonti per la storia dell'architettura
BV035196364,ita,,Fellini e la sua musa,,a cura di Domenico Montalto. [Testi in catalogo: Liliana Betti ...],Milano,Skira,2008,"Montalto, Domenico|Betti, Liliana|Fellini, Federico","Fellini, Federico|Zeichnung",p|s,,
BV035196453,ita,"Buganza, Stefania",Palazzo Borromeo,,Stefania Buganza,Milano,Scalpendi,2008,,Casa Borromeo|Freskomalerei,g|s,,
BV035196787,lit,,Athena,,Lietuvos kultūros tyrimų institutas,"Vilnius ; Frankfurt, Main",CEEOL,2006-,,,,,
BV035197481,ita,,Architettura & teatro,,a cura di Daniele Abbado ...,Milano,<<Il>> Saggiatore,2007,"Abbado, Daniele",Theaterbau,s,,
BV035197491,ita,"Rinaldi, Alessandro",Sul limitare della città,,Alessandro Rinaldi,Firenze,Edifir,2008,,Florenz|Stadtbefestigung,g|s,,
