id,lang,authors,title,subtitle,statement,place,publisher,year,editors,subjects,subject_types,parentId,parentTitle
BV011845005,ita,"D'Elia, Costanza","Stato padre, stato demiurgo",,Costanza D'Elia,Bari,Edipuglia,1996,,Königreich Neapel|Öffentliche Aufgaben,g|s,BV048248849,Mediterranea
BV011846125,ita,,Le iscrizioni dei Cristiani in Vaticano,,a cura di Ivan DiStefano Manzella,Città del Vaticano,"Monumenti, Musei e Gallerie Pontificie",1997,"Di Stefano Manzella, Ivan",Frühchristentum|Rom|Musei Vaticani,s|g|b,,
BV011846349,ita,"Torraca, Francesco",Scritti vari,,Francesco Torraca,Milano [u.a.],"Società Ed. Dante Alighieri di Albrighi, Segati e C.",1928,,,,,
BV011847213,rus,,Trudy Gosudarstvennogo Ėrmitaža,,,Sankt-Peterburg,Bulanin,1956-,,Gosudarstvennyj Ėrmitaž,b,,
BV011847356,fre,"Klein, Robert",La forme et l'intelligible,,Robert Klein. Réunis et présentés par André Chastel,Paris,Gallimard,1970,"Chastel, André","Kunst|Costa, Lorenzo|Italien",s|p|g,,
BV011847446,ger,,Brixen und Umgebung,,,Bozen,Athesia,1974,,,,BV000001049,Südtiroler Gebietsführer
BV011847657,ita,"Pirani, Emma",La miniatura gotica,,testo di Emma Pirani,Milano,Fabbri,1966,,Buchmalerei,s,BV008269756,Elite
BV011847720,ita,"Luca, Giuseppe de",Commercio del denaro e crescita economica a Milano tra Cinquecento e Seicento,,di Giuseppe De Luca,Milano,Ed. Il Polifilo,1996,,Mailand|Geldhandel,g|s,,
BV011848054,eng,"Terpening, Ronnie H.","Lodovico Dolce, Renaissance man of letters",,Ronnie H. Terpening,Toronto [u.a.],Univ. of Toronto Press,1997,,"Dolce, Lodovico",p,,
BV011848229,ger,"Jacobson, Julius",Reisebriefe aus Italien und der Schweiz,,von Julius Jacobson,Königsberg,Koch,1893,,,,,
BV011848673,eng,,Young Italian architects,,Mario Campi. With an essay by Pippo Ciorra,Basel [u.a.],Birkhäuser,1998,"Campi, Mario|Ciorra, Pippo",Italien|Architekt,g|s,,
BV011848773,ger,,Die Bilder in den lutherischen Kirchen,,Peter Poscharsky (Hrsg.),München,Scaneg,1998,"Poscharsky, Peter",Kirchenmalerei,s,,
BV011849016,ger,,Innenansichten - Außenansichten,,hrsg. vom VdDB. Bearb. von Rita Dopheide,Frankfurt am Main,Klostermann,1998,"Dopheide, Rita",Verein der Diplom-Bibliothekare an Wissenschaftlichen Bibliotheken|Geschichte,b|s,,
BV011849313,ger,,Von teutscher Not zu höfischer Pracht,,[hrsg. von G. Ulrich Großmann unter Mitarb. v. Franziska Bachner und Doris Gerstl],Köln,DuMont,1998,"Großmann, G. Ulrich|Bachner, Franziska|Gerstl, Doris",Deutschland|Kultur,g|s,,
BV011850790,eng,"DeLaine, Janet",The Baths of Caracalla,,by Janet DeLaine,"Portsmouth, RI",JRA,1997,,"Caracalla-Thermen|Architektur|Caracalla (Römisches Reich, Kaiser)",g|s|p,,
BV011851043,ger,"Gelber, Adolf",Auf griechischer Erde,,von Adolf Gelber ; mit Illustrationen von Hans Temple,Wien,Moritz Perles,1913,"Temple, Hans",Griechenland|Reisebericht,g|s,,
BV011852336,eng,,Masterpieces of the J. Paul Getty Museum: antiquities,,[text prepared by Elana Towne-Markus],Los Angeles,J. Paul Getty Museum,1997,"Towne-Markus, Elana",Antike|J. Paul Getty Museum,s|b,,
BV011852358,ita,,Gli anni tra parentesi,,Alfonso Gatto. A cura e con un saggio di Rossano Astarita,Cava dei Tirreni,Avagliano,1996,"Gatto, Alfonso|Mazzucchelli, Anna Maria|Astarita, Rossano","Gatto, Alfonso",p,BV010508133,L' albero di Porfirio
BV011852556,eng,,Heaven on earth,,ed. by Linda Safran,"University Park, Pa.",Pennsylvania State Univ. Press,1998,"Safran, Linda",Byzantinisches Reich|Christliche Kunst,g|s,,
BV011852581,ita,,Maioliche al Bargello,,Museo Nazionale del Bargello. A cura di Alessandro Alinari ...,Firenze,,1997,"Alinari, Alessandro","Museo Nazionale del Bargello|Italien|Fayence|Pillitteri, Bruno",b|g|s|p,BV037478811,Mostre del Museo Nazionale del Bargello
BV011852588,ita,"Bernini, Gian Lorenzo",L' impresario,,Gian Lorenzo Bernini. A cura di Massimo Ciavolella,Roma,Salerno,1992,"Ciavolella, Massimo",,,BV008904683,Minima
BV011853427,lat,,Expositio Evangelii secundum Marcum,,quam ed. Michael Cahill,Turnholti,Brepols,1997,"Cahill, Michael",Bibel|Latein,u|s,BV010923123,Scriptores Celtigenae
BV011853751,ger,"Unger, Friedrich Wilhelm",Die bildende Kunst,,von Friedrich Wilhelm Unger,Göttingen,Wigand,1858,,Schönheit,s,,
BV011853768,ita,,Lessico filosofico dei secoli XVII e XVIII,,a cura di Marta Fattori,Roma,Ed. dell'Ateneo,1997,"Fattori, Marta",,,BV000003689,Lessico intellettuale europeo
BV011854186,ita,"Paturzo, Maurizio",Collepasso,,Maurizio Paturzo,Manduria,Barbieri,1995,,Collepasso|Bauarbeit,g|s,BV011244085,Documenti di storia patria
BV011855181,ita,"Tedeschi Falco, Annamarcella",Liguria,,di Annamarcella Tedeschi Falco,Venezia,Marsilio,1997,,Ligurien|Juden,g|s,,
BV011855351,fre,"Iorga, Nicolae",Brève histoire des croisades et de leurs fondations en Terre Sainte,,N. Iorga,Paris,Gamber,1924,,,,,
BV011855696,ita,"Carrino, Annastella","Parentela, mestiere, potere",,"Annastella, Carrino",Bari,Edipuglia,1995,,Mesagne|Sozialstruktur,g|s,BV048248849,Mediterranea
BV011856387,ita,"Luzio, Alessandro","Il lusso di Isabella d'Este, marchesa di Mantova",,Alessandro Luzio ; Rodolfo Renier,Firenze,,1896,"Renier, Rodolfo","Isabella (Mantua, Markgräfin)|Luxus",p|s,,
BV011856429,eng,"Čerîqôver, ʿAnāt",High Romanesque sculpture in the Duchy of Aquitaine,,Anat Tcherikover,Oxford,Clarendon Press,1997,,Aquitanien|Plastik,g|s,BV042056963,Clarendon studies in the history of art
BV011856940,ger,"Berger, Rolf","Hirsauer Baukunst - ihre Grundlagen, Geschichte und Bedeutung",,Rolf Berger,Witterschlick/Bonn,Wehle,1997,,,,BV002240046,Beiträge zur Kunstgeschichte
BV011857099,ita,"Buscaroli, Rezio",Melozzo e il melozzismo,,Rezio Buscaroli,Bologna,Ed. Athena,1955,Melozzo,Antoniazzo (Romano)|Bildnis|Italien,p|s|g,,
BV011857101,ita,"Buscaroli, Rezio",Michelangelo,,,Bologna,Tamari,[1959],,Michelangelo (Buonarroti),p,,
BV011857748,ita,,"Politica, vita religiosa, carità",,a cura di Marco Bona Castellotti ...,Milano,Jaca Book,1997,"Bona Castellotti, Marco",Mailand|Kirchliches Leben,g|s,BV000020063,Le edizioni universitarie Jaca
BV011857928,ger,"Heck, Thomas Leon",WELTKUNST-Abbildungs-Index,,von Thomas Leon Heck,Tübingen,Noũs-Verl.,1997,,Weltkunst|Künstler,u|s,,
BV011858251,eng,"Rowland, Ingrid D.",The culture of the High Renaissance,,Ingrid D. Rowland,Cambridge [u.a.],Cambridge Univ. Press,1998,,Renaissance|Rom,s|g,,
BV011858332,eng,,Masaccio's Trinity,,ed. by Rona Goffen,Cambridge [u.a.],Cambridge Univ. Press,1998,"Goffen, Rona",Santa Maria Novella|Masaccio|Masaccio,g|u|p,,
BV011858342,eng,"Symmons, Sarah",Goya,,Sarah Symmons,London,Phaidon,1998,,"Goya y Lucientes, Francisco José de",p,,
BV011858361,eng,,Rembrandt's Bathsheba reading King David's letter,,ed. by Ann Jensen Adams,Cambridge [u.a.],Cambridge Univ. Press,1998,"Adams, Ann Jensen",Rembrandt (Harmensz van Rijn),u,,
BV011859115,ger,,Der Bildermarkt,,Bundesverband der Pressebild-Agenturen und Bildarchive (BVPA),Berlin,BVPA,1998-2013,,Deutschland|Bildagentur,g|s,,
BV011859331,ita,"Guerrieri Borsoi, Maria Barbara",Villa Belpoggio a Frascati,,Maria Barbara Guerrieri Borsoi,Roma,Gangemi,1997,,Villa Pallavicini,g,BV000020864,"Roma: storia, cultura, immagine"
BV011859385,ger,,Handbuch der historischen Buchbestände in Deutschland,,"in Zsarb. mit Severin Corsten ... hrsg. von Bernhard Fabian. Red.: Karen Kloth, Mattthias Bauer u. Beate Kosel",Hildesheim [u.a.],Olms-Weidmann,1997,"Krause, Friedhilde|Fabian, Bernhard|Debes, Dietmar|Raabe, Paul|Guth, Waltraut|Dugall, Berndt|Kloth, Karen",Sachsen|Altbestand,g|s,,
BV011859426,ita,,Le prime fasi architettoniche del Palazzo Senatorio,,[a cura della Ripartizione Antichità e Belle Arti del Comune di Roma. Testo di Carlo Pietrangeli],Roma,,1959,"Pietrangeli, Carlo",Senatorenpalast Rom,g,,
BV011860379,ita,,Da Bisanzio a San Marco,,a cura di Giulio Cattin,Bologna,Soc. Ed. Il Mulino,1997,"Cattin, Giulio",Konstantinopel|Kirchenmusik,g|s,,
