sign	grp	nr	ref	name	comment	author	date	x
Ca-MAN	Ca	140		Mancini, Francesco	Maler, um 1694 - 1758 (Rom). Nicht mit dem spaeteren Pferdemaler (1829 - 1905) zuverwechseln	nk	1989.04.17	
Ca-MAN	Ca	160		Mancini, Giacomo di Tommaso		fr	1987.12.02	
Ca-MAN	Ca	290		Manenti, Vincenzo	hier auch der Vater Ascanio u. Vincenzos Sohn Scipione	fr	1990.05.10	
Ca-MAN	Ca	314		Manetti	Florentiner Architekten- u. Ingenieurfamilie des Neoklassi zismus	nj	1985.01.07	
Ca-MAN	Ca	315		Manetti, Giuseppe	geb. 1762	nj	1985.01.07	
Ca-MAN	Ca	316		Manetti, Alessandro	gest. 1865. Sohn des Giuseppe M.	nj	1985.01.07	
Ca-MAN	Ca	330		Manetti, Domenico		nk	1991.01.10	
Ca-MAN	Ca	350		Manetti, Rutilio		nj	1984.12.10	
Ca-MAN	Ca	360		Manfredi, Bartolomeo		nk	1985.10.15	
Ca-MAN	Ca	370		Manfredi, Emilio		fr	1985.06.27	
Ca-MAN	Ca	380		Manfredi, Manfredo		nj	1984.12.10	
Ca-MAN	Ca	423		Manfredini, Giovanni Battista	Ceroplastiker (1742 - 1789)	nk	1993.02.09	
Ca-MAN	Ca	425		Manfredini, Giuseppe		nk	1988.07.07	
Ca-MAN	Ca	570		Mangiotti, Francesco		fr	1990.05.16	
Ca-MAN	Ca	650		Manicardi, Cirillo		nj	1984.12.10	
Ca-MAN	Ca	780		Manni, Giannicola di Paolo		nk	1987.01.21	
Ca-MAN	Ca	840		Manno, Antonino		nj	1984.12.10	
Ca-MAN	Ca	842		Manno, Francesco		nk	1986.03.19	
Ca-MAN	Ca	844		Manno, Vincenzo		nk	1986.03.19	
Ca-MAN	Ca	846		Manno, Giuseppe		nj	1984.12.10	
Ca-MAN	Ca	850		Manno di Bandino		nk	1986.03.19	
Ca-MAN	Ca	860		Manno di Bastiano		nk	1986.03.19	
Ca-MAN	Ca	870		Manno di Benincasa Mannucci	detto "Manno de' Cori"	nk	1986.03.19	
Ca-MAN	Ca	890		Mannozzi, Giovanni	detto Giovanni da San Giovanni	nj	1984.12.10	
Ca-MAN	Ca	960		Mantegazza	Bildhauer u. Goldschmiede in Mailand. Brueder Cristoforo u. (Giovanni) Antonio (Amedeo).	nj	1985.01.28	
Ca-MAN	Ca	1154		Manzani, Eugenio		gw	1985.09.27	
Ca-MAN	Ca	1160		Manzano, Francesco di		nj	1984.12.10	
Ca-MAN	Ca	1300		Manziana, Carlo		nk	1985.11.15	
Ca-MAN	Ca	1340		Manzini, Prospero		nk	1987.10.12	
Ca-MAN	Ca	1385		Manzone, Francesco		fr	1988.09.02	
Ca-MAN	Ca	1415		Manzoni, Gioacchino		gw	1991.11.20	
Ca-MAN	Ca	1440		Manzoni, Michele		fr	1986.05.15	
Ca-MAN	Ca	1470		Manzuoli, Tommaso d'Antonio	gen. Maso da San Friano	nk	1986.06.19	
Ca-MAR	Ca	10		Mara, Antonio		gw	1991.12.16	
Ca-MAR	Ca	30		Marabitti, Francesco Ignazio		nj	1984.12.10	
Ca-MAR	Ca	35		Maraggiano, Giovanni		fr	1986.07.15	
Ca-MAR	Ca	40		Maragliano, Antonio Maria		fr	1992.01.23	
Ca-MAR	Ca	120		Maratta, Francesco	gen. "Il Padovano"	fr	1990.02.22	
Ca-MAR	Ca	125		Maratti, Carlo	Maratta, Carlo	nj	1984.12.10	
Ca-MAR	Ca	150		Marazzi, Francesco		gw	1986.06.25	
Ca-MAR	Ca	200		Marcellini, Carlo		gw	1990.06.11	
Ca-MAR	Ca	220		Marchelli	Architektenfamilie aus Reggio Emilia. Gemeinsame Leitzahl fuer Domenico, Giuseppe u. Pietro !	nk	1985.04.12	
Ca-MAR	Ca	221	v	Marchelli, Domenico	siehe Marchelli (Familie).	nk	1985.04.12	
Ca-MAR	Ca	221	v	Marchelli, Giuseppe	siehe Marchelli (Familie).	nk	1985.04.12	
Ca-MAR	Ca	221	v	Marchelli, Pietro	siehe Marchelli (Familie)	nk	1985.04.12	
Ca-MAR	Ca	230		Marchelli, Rolando		nk	1985.04.12	
Ca-MAR	Ca	235		Marchese, Giovanni Antonio		fr	1994.05.05	
Ca-MAR	Ca	237		Marchese, Luigi		gw	1991.07.02	
Ca-MAR	Ca	278		Marchesi	Holzschnitzerfamlilie aus Formiggine	nk	1990.05.07	
Ca-MAR	Ca	280		Marchesi, Andrea	detto "Il Formigine"	nj	1984.12.10	
Ca-MAR	Ca	340		Marchesi, Girolamo	Girolamo da Cotignola	gw	1987.03.17	
Ca-MAR	Ca	350		Marchesi, Giuseppe		fr	1989.02.15	
Ca-MAR	Ca	390		Marchesi, Pompeo		nj	1984.12.10	
Ca-MAR	Ca	685		Marchi, Francesco de		fr	1992.01.29	
Ca-MAR	Ca	770		Marchini, Giovanni Francesco		nj	1984.12.10	
Ca-MAR	Ca	810		Marchionni, Carlo		nj	1984.12.10	
Ca-MAR	Ca	830		Marchioretto, Pietro		gw	1986.07.07	
Ca-MAR	Ca	885		Marchiselli, Bernardino	detto Caggi	fr	1991.10.30	
Ca-MAR	Ca	1130		Marco Romano		ni	1988.05.04	
Ca-MAR	Ca	1155	v	Marco Veneziano	s. unter Paolo da Venezia	fr	1992.05.26	
Ca-MAR	Ca	1180		Marcola, Marco		nj	1984.12.10	
Ca-MAR	Ca	1195		Marcoleoni, Francesco		fr	1987.05.13	
Ca-MAR	Ca	1230		Marconi, Enrico		nj	1984.12.10	
Ca-MAR	Ca	1240		Marconi, Leandro		nk	1985.07.09	
Ca-MAR	Ca	1345		Mare, Mattia de		fr	1991.10.30	
Ca-MAR	Ca	1410		Maresca, Giuseppe		fr	1988.06.30	
Ca-MAR	Ca	1430		Marescalco, Pietro	gen. "Lo Spada"	nk	1985.11.14	
Ca-MAR	Ca	1480		Margaritone d'Arezzo		nj	1984.12.10	
Ca-MAR	Ca	1485		Margazinis, Giorgio		nk	1994.02.04	
Ca-MAR	Ca	1562		Maria, de	Künstlerfam. aus Fiumefreddo Bruzio	fr	1991.11.25	
Ca-MAR	Ca	1580		Maria, Francesco di		gw	1987.03.27	
Ca-MAR	Ca	1600		Maria, Giacomo de		fr	1992.09.22	
Ca-MAR	Ca	1610		Maria, Mario de	detto "Marius Pictor"	nj	1984.12.10	
Ca-MAR	Ca	1630		Maria-Bergler, Ettore De		gw	1988.11.18	
Ca-MAR	Ca	1650		Mariani, Camillo		nj	1984.12.10	
Ca-MAR	Ca	1670		Mariani, Cesare		nj	1984.12.10	
Ca-MAR	Ca	1708		Mariani	Mailaender Quadraturistenfamilie	nk	1990.01.15	
Ca-MAR	Ca	1720		Mariani, Gregorio		gw	1986.11.27	
Ca-MAR	Ca	1730		Mariani, Pompeo		nj	1984.12.10	
Ca-MAR	Ca	1820		Marieschi, Jacopo di Paolo		fr	1987.11.30	
Ca-MAR	Ca	1830		Marieschi, Michele		nj	1984.12.10	
Ca-MAR	Ca	1835		Marietti, Ercole		gw	1988.07.22	
Ca-MAR	Ca	1850		Marigliano, Giovanni	detto "Giovanni da Nola"	nj	1984.12.10	
Ca-MAR	Ca	1880		Marinali	Bildhauerfamilie aus dem Veneto	nj	1984.12.10	
Ca-MAR	Ca	1970		Marinelli, Domenico	Neapel 17. Jh.	gw	1985.03.08	
Ca-MAR	Ca	1995		Marinelli, Gaetano		gw	1988.09.30	
Ca-MAR	Ca	2050		Marinetti, Antonio		nj	1984.12.10	
Ca-MAR	Ca	2100		Marini, Antonio		nj	1984.12.10	
Ca-MAR	Ca	2110		Marini, Benedetto		fr	1986.05.15	
Ca-MAR	Ca	2375		Marinoni, Antonio		fr	1992.12.17	
Ca-MAR	Ca	2382		Marinoni, Bernardo		fr	1992.12.17	
Ca-MAR	Ca	2385		Marinoni, Giovanni		gw	1987.10.13	
Ca-MAR	Ca	2485		Mariotto di Cristofano		fr	1989.06.26	
Ca-MAR	Ca	2510		Mariotto di Nardo		gw	1985.11.26	
Ca-MAR	Ca	2560		Marmi, Giacinto Maria	auch Diacinto Maria	gw	1990.09.20	
Ca-MAR	Ca	2570		Marmi, Giovanni Battista		nk	1989.07.10	
Ca-MAR	Ca	2585		Marmitta, Francesco		nk	1990.05.28	
Ca-MAR	Ca	2600		Marni, Carlo		nk	1989.10.31	
Ca-MAR	Ca	2630		Marochetti, Carlo		nj	1984.12.10	
Ca-MAR	Ca	2650		Maroli, Domenico		nk	1985.02.14	
Ca-MAR	Ca	2700		Marone, Roberto	detto Fra Raffaello da Brescia	nj	1984.12.10	
Ca-MAR	Ca	2810		Marrina, Lorenzo	Lorenzo di Mariano	gw	1990.11.13	
Ca-MAR	Ca	2855		Marsigli, Luigi Ferdinando	Festungsarchitekt des 17. Jh. taetig u. a. im Banat	nk	1988.10.04	
Ca-MAR	Ca	2905		Marsure, Antonio		fr	1988.12.15	
Ca-MAR	Ca	3000		Martelli, Giuseppe		nj	1984.12.10	
Ca-MAR	Ca	3040		Martelli, Tommaso		nk	1985.06.18	
Ca-MAR	Ca	3060		Martellini, Gaspero		nj	1984.12.10	
Ca-MAR	Ca	3070		Marti, Agostino		nk	1992.01.29	
Ca-MAR	Ca	3080		Marti, Francesco	eigentl.: Francesco di Leonardo Marti	nk	1988.10.28	
Ca-MAR	Ca	3140		Martinelli, Domenico		nj	1984.12.10	
Ca-MAR	Ca	3160		Martinelli, Giovanni		nk	1988.12.09	
Ca-MAR	Ca	3220		Martinelli, Vincenzo		fr	1989.02.22	
Ca-MAR	Ca	3370		Martinez, Simone		fr	1993.10.15	
Ca-MAR	Ca	3450		Martini, Giovanni		nj	1984.12.10	
Ca-MAR	Ca	3455		Martini, Giovanni Battista	um 1515-1559, Udine	fr	1994.06.27	
Ca-MAR	Ca	3490		Martini, Jacopo de		ni	1988.05.06	
Ca-MAR	Ca	3500		Martini, Innocenzo		fr	1986.11.05	
Ca-MAR	Ca	3530		Martini, Tommaso		fr	1985.12.19	
Ca-MAR	Ca	3640		Martino di Bartolomeo		nj	1984.12.10	
Ca-MAR	Ca	3670		Martino Bianco da Sorrento		nk	1988.10.28	
Ca-MAR	Ca	3745		Martino da Milano		ni	1988.05.04	
Ca-MAR	Ca	3810		Martinolo	Kuenstlerfamilie	fr	1986.03.19	
Ca-MAR	Ca	3815		Martinori, Fortunato		nj	1984.12.10	
Ca-MAR	Ca	3930		Martorana, Francesco		nj	1984.12.10	
Ca-MAR	Ca	3940		Martorana, Gioacchino		nj	1984.12.10	
Ca-MAR	Ca	4060		Marvuglia, Venanzio		ni	1988.05.04	
Ca-MAS	Ca	60		Mascagni, Donato		nj	1984.12.10	
Ca-MAS	Ca	80	v	Mascalucia, Gregorio da	Frate. - Siehe Zappala, Gregorio (1866 - 1942)	nj	1984.12.10	
Ca-MAS	Ca	110		Mascarino, Ottaviano		nj	1984.12.10	
Ca-MAS	Ca	120		Mascheroni, Giambattista		fr	1989.10.18	
Ca-MAS	Ca	180		Masegne	Familie	nj	1984.12.10	
Ca-MAS	Ca	280		Masini, Cesare		nj	1984.12.10	
Ca-MAS	Ca	340		Maso di Banco		nj	1984.12.10	
Ca-MAS	Ca	350		Maso di Bartolommeo		nk	1985.06.12	
Ca-MAS	Ca	360		Masolino	M. da Panicale	nj	1984.12.10	
Ca-MAS	Ca	430		Massa, Donato u. Giuseppe	Brueder	fr	1987.01.20	
Ca-MAS	Ca	480		Massabo, Leonardo		gw	1990.11.26	
Ca-MAS	Ca	580		Massari, Giorgio		nj	1984.12.10	
Ca-MAS	Ca	600		Massari, Lucio		nj	1984.12.10	
Ca-MAS	Ca	608	v	Massari, Pietro Maria	genannt il Porettano oder Porrettano	fr	1991.12.18	
Ca-MAS	Ca	720		Massimo da Verona		nj	1984.12.10	
Ca-MAS	Ca	770		Mastraba, magister		fr	1988.09.02	
Ca-MAS	Ca	820		Mastro, Giovan Luca de lo		fr	1989.01.30	
Ca-MAS	Ca	870		Masucci, Agostino	Historienmaler, 18. Jh. - Nicht mit gleichnamigem Bildhauer zu verwechseln!	nk	1989.03.10	
Ca-MAS	Ca	880		Masucci, Agostino	Bildhauer. Nicht mit gleichnamigem Historienmaler des 18. Jh. zu verwechseln	nk	1989.03.10	
Ca-MAS	Ca	1030		Masuccio, Natale		gw	1989.04.21	
Ca-MAT	Ca	26		Matarelli, Adolfo		nj	1984.12.10	
Ca-MAT	Ca	30		Matas, Niccolo		nj	1984.12.10	
Ca-MAT	Ca	50		Matera, Giovanni Antonio		gw	1993.02.16	
Ca-MAT	Ca	255		Mattei, Pasquale		nj	1984.12.10	
Ca-MAT	Ca	320		Matteis, Paolo de		nj	1984.12.10	
Ca-MAT	Ca	460		Matteo di Giovanetto da Viterbo		fr	1986.07.04	
Ca-MAT	Ca	470		Matteo di Giovanni	gen. Matteo da Siena	nj	1984.12.10	
Ca-MAT	Ca	480		Matteo da Gualdo		nj	1984.12.10	
Ca-MAT	Ca	510		Matteo da Milano		fr	1989.07.18	
Ca-MAT	Ca	555		Matteo degli Organi	organaro, 1391-1465	fr	1994.02.25	
Ca-MAT	Ca	660		Mattia, Alessandro		nj	1984.12.10	
Ca-MAT	Ca	780		Mattioli, Lodovico		nj	1984.12.10	
Ca-MAU	Ca	60		Mauro, Domenico		fr	1989.05.31	
Ca-MAZ	Ca	25		Mazenta, Giovanni Ambrogio		fr	1985.07.05	
Ca-MAZ	Ca	73		Mazone, Giovanni		gw	1986.01.20	
Ca-MAZ	Ca	170		Mazza, Damiano		fr	1991.03.14	
Ca-MAZ	Ca	210		Mazza, Giuseppe		nj	1984.12.10	
Ca-MAZ	Ca	290		Mazzaburoni, Pietro di Lorenzo	zus. m. s. Bruder Niccolo	fr	1986.11.05	
Ca-MAZ	Ca	320		Mazzaforte, Pietro di Giovanni		fr	1988.07.06	
Ca-MAZ	Ca	370		Mazzanti, Lodovico		nj	1984.12.10	
Ca-MAZ	Ca	440		Mazzaroppi, Marco		gw	1986.04.14	
Ca-MAZ	Ca	460		Mazzei, Giuseppe		gw	1993.11.09	
Ca-MAZ	Ca	660		Mazzola, Francesco	detto "Il Parmigianino"	nj	1984.12.10	
Ca-MAZ	Ca	690		Mazzola-Bedoli, Girolamo		nj	1984.12.10	
Ca-MAZ	Ca	695		Mazzolani, Giuseppe		nk	1987.10.22	
Ca-MAZ	Ca	700		Mazzoli, Basilio		fr	1986.02.07	
Ca-MAZ	Ca	710		Mazzolino, Lodovico		nj	1984.12.10	
Ca-MAZ	Ca	740		Mazzoni, Cesare Giuseppe		fr	1992.09.22	
Ca-MAZ	Ca	780		Mazzoni, Giulio		nj	1984.12.10	
Ca-MAZ	Ca	790		Mazzoni, Guido		nj	1984.12.10	
Ca-MAZ	Ca	810		Mazzoni, Sebastiano		nj	1984.12.10	
Ca-MAZ	Ca	825		Mazzotti, Giuseppe		nk	1992.12.10	
Ca-MAZ	Ca	840		Mazzucotelli, Alessandro		nj	1984.12.10	
Ca-MAZ	Ca	849		Mazzuoli	Sieneser Bildhauerfamilie	nk	1989.04.24	
Ca-MAZ	Ca	850		Mazzuoli, Agostino	Edelsteinschneider um 1700, wohl aus Volterra oder Siena	nk	1985.10.15	
Ca-MAZ	Ca	860		Mazzuoli, Annibale	Maler u. Bildhauer aus Siena (?) gestorben 1743	nk	1985.10.15	
Ca-MAZ	Ca	870		Mazzuoli, Bartolommeo	Bildhauer u. Stukkator in Siena. Gestorben 1749.	nk	1985.10.15	
Ca-MAZ	Ca	880		Mazzuoli, Dionisio	Architekt, Kriegsingenieur u. Bildhauer aus Cortona. Gestorben nach 1661 (?)	nk	1985.10.15	
Ca-MAZ	Ca	890		Mazzuoli, Francesco	Architekt u. Bildhauer in Volterra u. Siena. Gestorben nach 1670 (?)	nk	1985.10.15	
Ca-MAZ	Ca	900		Mazzuoli, Francesco	Historien- und Landschaftsmaler (1763 - 1839).	nk	1985.10.15	
Ca-MAZ	Ca	910		Mazzuoli, Giovanni Antonio	Bildhauer u. Stukkator in Siena. Gestorben nach 1706.	nk	1985.10.15	
Ca-MAZ	Ca	920		Mazzuoli, Giuseppe	gen. "Il Bastarolo". Maler aus Ferrara, geb. um 1536.	nk	1985.10.15	
Ca-MAZ	Ca	930		Mazzuoli, Giuseppe	der Aeltere. Bildhauer aus Siena (1644 - 1725).	nk	1985.10.15	
Ca-MAZ	Ca	940		Mazzuoli, Giuseppe	der Juengere (eigentl.: Gius. Maria). Bildhauer u. Stukkator aus Siena (1727 - 81)	nk	1985.10.15	
Ca-MEA	Ca	944		Meacci, Ricciardo		gw	1988.09.30	
Ca-MEC	Ca	10		Mechini, Gherardo		nj	1984.12.10	
Ca-MED	Ca	20		Meda, Giuseppe		fr	1990.02.15	
Ca-MED	Ca	65		Medici, Francesco de		fr	1991.06.28	
Ca-MED	Ca	80		Medici, Don Giovanni de'		fr	1991.10.23	
Ca-MED	Ca	160		Medrano, Giovan Antonio		nk	1990.02.16	
Ca-MEI	Ca	10		Mei, Bernardino		ni	1988.05.04	
Ca-MEL	Ca	50		Melani	Florentiner Familie	nj	1984.12.10	
Ca-MEL	Ca	120		Melanzio, Francesco		nj	1984.12.10	
Ca-MEL	Ca	160		Melchiorre d'Enrico	Bruder der Giovanni d'Enrico u. Tanzio.	fr	1994.06.06	
Ca-MEL	Ca	200		Melchiorre di Monte Albano		fr	1985.11.27	
Ca-MEL	Ca	215		Meldolla, Andrea	detto "Lo Schiavone"	nj	1984.12.10	
Ca-MEL	Ca	230		Meleghino, Jacopo		gw	1988.07.01	
Ca-MEL	Ca	340		Meliore		fr	1989.10.31	
Ca-MEL	Ca	360		Melissi, Agostino		nk	1989.10.18	
Ca-MEL	Ca	370		Mella, Edoardo Arborio		fr	1985.10.21	
Ca-MEL	Ca	375		Mellerio, Carlo (Antonio)		fr	1991.11.14	
Ca-MEL	Ca	430		Melloni, Macedonio		fr	1992.10.15	
Ca-MEL	Ca	470		Meloni, Altobello		fr	1988.05.12	
Ca-MEL	Ca	490		Meloni, Carlo Francesco		fr	1991.03.21	
Ca-MEL	Ca	500		Meloni, Ercole		fr	1992.07.13	
Ca-MEL	Ca	510		Meloni, Francesco Antonio		nk	1985.10.15	
Ca-MEL	Ca	560		Melozzo da Forli, Marco		nj	1984.12.10	
Ca-MEL	Ca	570		Melzi, Francesco		nk	1989.10.02	
Ca-MEM	Ca	10		Memmo di Filipuccio		nk	1988.07.07	
Ca-MEN	Ca	10		Menabuoi, Giusto de'		nj	1984.12.10	
Ca-MEN	Ca	25		Menachem Zemach di Avraham Jaacov	aus alter juedisch-ital. Familie, 14. Jh.	fr	1985.07.22	
Ca-MEN	Ca	120		Mengardi, Francesco		nk	1985.11.13	
Ca-MEN	Ca	122		Mengardi, Giovanni Battista		nk	1985.11.13	
Ca-MEN	Ca	130		Mengari, Carlo		nk	1985.11.13	
Ca-MEN	Ca	190		Mengoni, Giuseppe		nj	1984.12.10	
Ca-MEN	Ca	200		Mengucci, Giovanni Francesco		fr	1986.11.05	
Ca-MEN	Ca	280		Mentessi, Giuseppe		nj	1984.12.10	
Ca-MEN	Ca	300		Menzocchi, Francesco		nk	1992.02.11	
Ca-MER	Ca	20		Merano, Giovanni Battista		nk	1986.11.25	
Ca-MER	Ca	50		Mercandetti, Tommaso		nj	1984.12.10	
Ca-MER	Ca	80		Mercati, Giovanni Battista		fr	1993.11.24	
Ca-MER	Ca	140		Mercuri, Paolo		nj	1984.12.10	
Ca-MER	Ca	170		Merenda, Giuseppe		fr	1987.12.16	
Ca-MER	Ca	190		Merengo, Arrigo	hier auch ganze Familie und einz. Familienmitglieder.	nk	1986.10.13	
Ca-MER	Ca	280		Merlo, Carlo Giuseppe		nj	1984.12.10	
Ca-MER	Ca	300		Merlini, Cosimo	Goldschmied in Florenz	nk	1989.02.16	
Ca-MER	Ca	315		Merlini, Francesco	Orgelbauer, ca. 1740-1818	fr	1992.10.29	
Ca-MER	Ca	350		Merlini, Pietro		fr	1992.06.11	
Ca-MER	Ca	4232		Merlo, Luigi		gw	1993.11.10	
Ca-MER	Ca	9665		Merzagora, Andrea		fr	1985.10.29	
Ca-MET	Ca	4180		Metlicovitz, Leopoldo		fr	1985.06.28	
Ca-MEU	Ca	10		Meucci, Martino	Fotografo, 1868-1931	fr	1986.05.27	
Ca-MEU	Ca	20		Meucci, Vincenzo		gw	1989.03.10	
Ca-MEZ	Ca	50		Mezzastris, Pierantonio		fr	1990.10.31	
Ca-MIC	Ca	40		Micesio, Antonio		fr	1992.10.14	
Ca-MIC	Ca	45		Michele Angelo del fu Pietro "Mencherini"	vielleicht identisch mit dem Maestro del Tondo Lathrop	nk	1988.07.07	
Ca-MIC	Ca	64		Michele delle Colombe		fr	1991.02.21	
Ca-MIC	Ca	65	v	Michele da Firenze	siehe Meister der Pellegrini-Kapelle (ZZP)	fr	1985.09.27	
Ca-MIC	Ca	70		Michele da Genova		gw	1991.02.04	
Ca-MIC	Ca	130		Michele di Matteo da Bologna		fr	1987.01.28	
Ca-MIC	Ca	180		Michele Ongaro	gen. M. Pannonio. Auch als Michele Fabris Ongaro auftretend.	nk	1986.10.13	
Ca-MIC	Ca	265		Micheli, Andrea	gen. "Il Vicentino"	nk	1989.10.31	
Ca-MIC	Ca	330		Michelozzo di Bartolommeo		nj	1984.12.10	
Ca-MIC	Ca	350		Michetti, Francesco Paolo		nj	1984.12.10	1
Ca-MIC	Ca	360		Michetti, Nicola		nj	1984.12.10	
Ca-MIC	Ca	390		Michieli, Andrea	detto "Andrea Vicentino"	nj	1984.12.10	
Ca-MIG	Ca	20		Migliara, Giovanni		nj	1984.12.10	
Ca-MIG	Ca	30		Migliari, Francesco		nk	1992.05.06	
Ca-MIG	Ca	50		Migliaro, Vincenzo		nj	1984.12.10	
Ca-MIG	Ca	81	v	Miglionico, Andrea	siehe (lt. ThB) Malinconico, A. - Lt. Benutzerhinw. von 1991 jedoch eigenständiger Kuenstler (jedoch nicht dokumentiert).	nk	1991.10.18	
Ca-MIG	Ca	90		Miglioranza, Giovanni		nj	1984.12.10	
Ca-MIL	Ca	326		Milani, Aureliano		nk	1989.10.02	
Ca-MIL	Ca	375		Milano da Vimercate	um 1590 am Escorial taetiger Bildhauer ("Milan de Vimercado")	nk	1991.01.10	
Ca-MIL	Ca	1060		Milesi, Alessandro		nj	1984.12.10	
Ca-MIL	Ca	3502		Milione, Vincenzo		fr	1991.12.17	
Ca-MIN	Ca	5		Minaggio, Dionisio		fr	1989.10.23	
Ca-MIN	Ca	10		Minardi, Tommaso		nj	1984.12.10	
Ca-MIN	Ca	100		Minghetti, Angelo		nj	1984.12.10	
Ca-MIN	Ca	120		Mingozzi, Girolamo	detto Colonna	nk	1985.06.03	
Ca-MIN	Ca	180		Minio, Tiziano		fr	1991.07.17	
Ca-MIN	Ca	200		Minniti, Mario	1557-1640	gw	1985.04.12	
Ca-MIN	Ca	220		Mino da Fiesole		nj	1984.12.10	
Ca-MIN	Ca	260		Minoli, Giacomo Antonio		fr	1985.10.29	
Ca-MIN	Ca	320		Minozzi, Flaminio Innocenzo		fr	1993.03.31	
Ca-MIN	Ca	330		Minucchio Jacobi da Siena		ni	1988.04.29	
Ca-MIO	Ca	30		Miotti	Glaskünstlerfamilie von Murano, 17./18. Jh.	fr	1990.02.15	
Ca-MIO	Ca	56	v	Mio, Giovanni de	siehe Fratino, Giovanni	gw	1986.06.09	
Ca-MIR	Ca	30		Miradori, Luigi		nk	1988.12.09	
Ca-MIR	Ca	40		Miranda, Bartolommeo da		ni	1993.11.22	
Ca-MIR	Ca	322		Mirano, Leonardo	Bildhauer in Genua	gw	1986.02.26	
Ca-MIR	Ca	6612		Mirri, Luigi		fr	1986.05.15	
Ca-MIR	Ca	8030		Miruoli, Girolamo		ni	1988.05.04	
Ca-MIS	Ca	30		Miseroni	Mailaender Steinschneiderfam. - Hier auch Dionysio, Ferdinand, Eusebius, Gasparo, Giovanni Ambrogio, Girolamo, Giulio und Ottavio Miseroni.	nk	1987.03.13	
Ca-MIS	Ca	7070		Missirini, Giuseppe		fr	1985.06.28	
Ca-MIT	Ca	18		Mitelli	Familie	nj	1984.12.10	
Ca-MIT	Ca	20		Mitelli, Agostino		nj	1984.12.10	
Ca-MIT	Ca	30		Mitelli, Giuseppe Maria	1634-1718	nj	1984.12.10	
Ca-MIT	Ca	60		Mitizanetti, Giuseppe		nj	1984.12.10	
Ca-MOC	Ca	40		Mocetto, Girolamo		gw	1986.11.03	
Ca-MOC	Ca	60		Mochi, Francesco		nj	1984.12.10	
Ca-MOD	Ca	30		Moderno	Pseudonym	fr	1990.03.07	
Ca-MOD	Ca	60		Modigliani, Livio		gw	1987.05.07	
Ca-MOD	Ca	90		Modrone, Caremolo	Plattner in Mantua	nk	1987.02.10	
Ca-MOE	Ca	10		Moech, Girolamo		fr	1991.09.16	
Ca-MOG	Ca	60		Moglia, Domenico		nk	1990.02.09	
Ca-MOL	Ca	50		Mola, Filippo		fr	1990.05.10	
Ca-MOL	Ca	60		Mola, Gaspare	Stukkator	nk	1988.10.28	
Ca-MOL	Ca	70		Mola, Gasparo	Goldschmied	nk	1988.10.28	
Ca-MOL	Ca	80		Mola, Giacomo		gw	1990.01.10	
Ca-MOL	Ca	90		Mola, Giovanni Battista		gw	1990.01.10	
Ca-MOL	Ca	120		Mola, Pier Francesco		nj	1984.12.10	
Ca-MOL	Ca	125		Molciano, Giuseppe		fr	1991.10.30	
Ca-MOL	Ca	150		Molin,Oreste da		nj	1984.12.10	
Ca-MOL	Ca	170		Molinari, Antonio		nk	1985.04.22	
Ca-MOL	Ca	180		Molinari, Ferdinando		nk	1990.02.16	
Ca-MOL	Ca	200		Molinari, Giovanni Battista		nk	1990.05.07	
Ca-MOL	Ca	270		Molinaro, Biagio		nj	1984.12.10	
Ca-MOL	Ca	280		Molineri, Giovanni Antonio		nj	1985.01.29	
Ca-MOL	Ca	330		Mollari, Antonio		fr	1987.01.13	
Ca-MOL	Ca	4176		Molli, Clemente		fr	1992.05.11	
Ca-MOM	Ca	10		Mombasilio	Bildnismaler in Turin um 1672/75. Auch "Mombagillo" gen.	nk	1985.11.15	
Ca-MOM	Ca	20		Mombello, Giovanni Paolo		nk	1985.11.15	
Ca-MOM	Ca	30		Mombello, Luca		nk	1985.11.15	
Ca-MON	Ca	10		Mona, Domenico		nj	1984.12.10	
Ca-MON	Ca	120		Monaco, Pietro		nk	1987.01.21	
Ca-MON	Ca	125		Monaco, Sebastiano	pittore catanese, Settecento	nk	1992.03.02	
Ca-MON	Ca	140		Monaldi, Carlo		nk	1986.06.20	
Ca-MON	Ca	165		Monaldo da Corneto		gw	1992.02.20	
Ca-MON	Ca	360		Mones, Andrea		fr	1989.02.22	
Ca-MON	Ca	435		Monfort, Octavianus		gw	1986.02.27	
Ca-MON	Ca	470		Monica, Gennaro della		nj	1984.12.10	
Ca-MON	Ca	485		Monistella, Adornanza		fr	1987.01.26	
Ca-MON	Ca	520		Monosilio, Salvatore		gw	1991.06.27	
Ca-MON	Ca	540		Montagna, Bartolomeo		nj	1984.12.10	
Ca-MON	Ca	560		Montagna, Marco Tullio		nk	1986.01.20	
Ca-MON	Ca	580		Montagnana, Jacopo da		nj	1984.12.10	
Ca-MON	Ca	603	v	Montalto	auch Montalti. - Siehe Danedi, Gio. Stefano u. Gius.	nk	1986.01.10	
Ca-MON	Ca	730		Montani, Carlo		nj	1984.12.10	
Ca-MON	Ca	780		Montanini, Martino di Bartolommeo		nk	1992.03.02	
Ca-MON	Ca	820		Montano, Giovanni Battista		nj	1984.12.10	
Ca-MON	Ca	830		Montauti, Antonio		nk	1988.10.28	
Ca-MON	Ca	860		Monte del Fora		me	1985.02.08	
Ca-MON	Ca	875		Monte, Gian Tommaso		fr	1990.07.19	
