id,lang,authors,title,subtitle,statement,place,publisher,year,editors,subjects,subject_types,parentId,parentTitle
BV036112724,fre,"Vieillard-Baron, Jean-Louis",Et in Arcadia ego,,Jean-Louis Vieillard-Baron,Paris,Hermann,2010,,"Poussin, Nicolas",u,,
BV036112938,eng,"Castillo, David R.",Baroque horrors,,David R. Castillo,Ann Arbor,Univ. of Michigan Press,2010,,"Spanien|Kultur|Lozano, Christoval",g|s|p,,
BV036112944,ita,"Ronchetti, Giuseppe",La linea gotica,,di Gabriele Ronchetti. Pref. di Daniele Guglielmi,Fidenza (Parma),Mattioli,2009,"Guglielmi, Daniele",Grüne Linie|Historische Stätte,g|s,,
BV036113142,ita,,Cola di Rienzo,,a cura di Gabriele Scalessa,Roma,<<Il>> Cubo,2009,"Scalessa, Gabriele",Cola (Rienzo),p,,
BV036113424,eng,,Desert,,,Tehran,"Univ., International Research Center for Living with Desert",2008-,,,,,
BV036113557,ita,"Severini, Gino",Ragionamenti sulle arti figurative,,G. Severini,Milano,Hoepli,1936,,"Severini, Gino|Ästhetik",p|s,,
BV036113605,ita,,Visione colore,,Centro Internaz. delle Arti e del Costume,Venezia,,1963,,Malerei,s,,
BV036113714,eng,"Wilson-Okamura, David Scott",Virgil in the Renaissance,,David Scott Wilson-Okamura,Cambridge [u.a.],Cambridge Univ. Press,2010,,"Vergilius Maro, Publius|Rezeption|Europa",p|s|g,,
BV036113789,ita,"Sotgia, Alice",Ina Casa Tuscolano,,Alice Sotgia,Milano,F. Angeli,2010,,Rom-Tuscolano|Geschichte,g|s,BV012344427,Temi di storia
BV036113937,eng,"Metcalf, David M.",Byzantine Cyprus,,D. M. Metcalf,Nicosia,Cyprus Research Centre,2009,,Zypern,g,BV000007927,Texts and studies in the history of Cyprus
BV036113971,ita,"Scarabello, Giovanni",Carcerati e carceri a Venezia dal XII al XVIII secolo,,Giovanni Scarabello,Venezia Lido,Supernova,2009,,Venedig|Gefängnis,g|s,,
BV036114851,ita,"Muti, Laura",Guido Cagnacci,,Laura Muti ; Daniele de Sarno Prignano,Faenza,Ed. Faenza,2009,"De Sarno Prignano, Daniele","Cagnacci, Guido",p,,
BV036114878,eng,"Timmermann, Achim",Real presence,,Achim Timmermann,Turnhout,Brepols,2009,,Sakramentshäuschen,s,BV040035535,Architectura Medii Aevi
BV036115479,ita,"Manetti, Renzo",Il velo della Gioconda,,Renzo Manetti,Firenze,Ed. Polistampa,2009,,Leonardo (da Vinci)|Kunstdiebstahl|Leonardo (da Vinci),u|s|p,BV021533287,La storia raccontata
BV036115524,fre,,Culture & musées,,"Association Publics et Musées, Université d'Avignon",Arles,Actes Sud,2003-,,,,,
BV036115652,ita,"Noberasco, Giorgio",La Sacra di San Michele,,"Giorgio Noberasco ; fotografie e ricerche iconografiche di Roberto Chiaramonte ; editing, Vasco Vichi",Collegno (Torino),R. Chiaramonte,2009,,Sagra di San Michele,g,,
BV036115675,ita,"Gallenga Stuart, Romeo A.",Perugia,,R. A. Gallenga Stuart,Bergamo,Istituto Italiano d'Arti Grafiche,1907,,Perugia|Kunst,g|s,,
BV036115860,fre,,Annales de Bretagne et des pays de l'Ouest,,,Rennes,Presses Univ.,1974-,,,,,
BV036115909,ger,,Raum,,hrsg. von Stephan Günzel. Unter Mitarb. von Franziska Kümmerling,Stuttgart [u.a.],Metzler,2010,"Günzel, Stephan|Kümmerling, Franziska",Raum,s,,
BV036115923,eng,"Herrero de Jáuregui, Miguel",Orphism and christianity in late antiquity,,Miguel Herrero de Jáuregui,Berlin [u.a.],<<de>> Gruyter,2010,,Orpheus-Mythos|Römisches Reich,s|g,BV035203859,Tradición órfica y cristianismo antiguo
BV036115966,ger,,Jahresbericht ...,,Bayerische Forschungsstiftung,München,,2000-,,,,,
BV036116030,ita,"Conti, Pier Maria",L' Italia bizantina nella Descriptio orbis romani di Giorgio Ciprio,,Pier Maria Conti,<<La>> Spezia,[Accademia Lunigianese di Scienze],1975,,Gregorius (Cyprius),p,,
BV036116304,ger,"Stahr, Adolf",Ein Jahr in Italien,,von Adolf Stahr,Oldenburg,Druck und Verlag der Schulzeschen Buchhandlung,1847.,,,,,
BV036116395,ita,,1809: il Tirolo in armi contro l'ordine napoleonico,,a cura di Mauro Nequirito,Trento [u.a.],"Provincia Autonoma di Trento, Soprintendenza per i Beni Librari, Archivistici e Archeologici [u.a.]",2009,"Nequirito, Mauro","Emmert, Bruno|Sammlung|Südtirol|Biblioteca Civica Bruno Emmert",p|s|g|b,,
BV036116440,ita,"Bertoli, Bruno","Arte, Bibbia, preghiera",,Bruno Bertoli,Venezia,Marcianum Press,2009,,San Marco|Mosaik,g|s,,
BV036116695,ger,"Frank, Gustav",Einführung in die Bildwissenschaft,,Gustav Frank ; Barbara Lange,Darmstadt,Wiss. Buchges.,2010,"Lange, Barbara",Bild,s,,
BV036116803,ger,"Rees, Joachim",Künstler auf Reisen,,Joachim Rees,Darmstadt,Wiss. Buchges.,2010,,Künstler|Europa,s|g,,
BV036116864,ger,"Schumann, Ulrich Maximilian",Friedrich Weinbrenner,,Ulrich Maximilian Schumann,Berlin [u.a.],Dt. Kunstverl.,2010,,"Weinbrenner, Friedrich|Deutschland|Architekturtheorie",p|g|s,BV001320066,Friedrich Weinbrenner und die Weinbrenner-Schule
BV036117289,eng,"Carlsmith, Christopher",A Renaissance education,,Christopher Carlsmith,Toronto [u.a.],University of Toronto Press,2010,,Bergamo|Schule|Katholische Kirche,g|s|b,,
BV036117431,ger,,Forschungsmagazin,,Universität Hamburg,Hamburg,Univ.,2009-,,,,,
BV036117447,fre,,Cahiers d'Extrême-Asie,,,Kyōto,EFEO,1985-,,,,,
BV036117471,eng,,Nowiswere,,,[S.l.],[Verlag nicht ermittelbar],2008-,,,,,
BV036117531,und,"Cresmošnik, Gregor",Gotisches und Römisches aus Breza bei Sarajevo,,Gregor Čresmošnik und Dimitrije Sergejevski,Sarajevo,s.n.,1930,"Sergejevski, Dimitrije",Breza|Bauplastik,g|s,BV036117517,Novitates Musei Sarajevoensis
BV036117673,eng,,Stem cell research & therapy,,,London,BioMed Central,2010-,,,,,
BV036117822,eng,,Saudi gazette,,,Jeddah,Dar Okaz,2008-,,,,,
BV036117900,ger,,Was ist schön?,,"hrsg. ... von Sigrid Walther, Gisela Staupe, Thomas Macho",Göttingen,Wallstein,2010,"Walther, Sigrid|Staupe, Gisela|Macho, Thomas",Schönheit,s,,
BV036118021,swe,,Årsskrift,,Vänersborgs Söners Gille,Vänersborg,,1932-,,,,,
BV036118269,eng,,Journal of language teaching and research,,,"Oulu, Finland",Academy Publisher,2010-,,,,,
BV036118300,eng,"Bignamini, Ilaria",Digging and dealing in eighteenth-century Rome,,Ilaria Bignamini and Clare Hornsby. With additional research by Irma Della Giovampaola ...,"New Haven, Conn. [u.a.]",Yale University Press,(2010),"Hornsby, Clare|Della Giovampaola, Irma",,,,
BV036118303,eng,"Bignamini, Ilaria",Digging and dealing in eighteenth-century Rome,,Ilaria Bignamini and Clare Hornsby. With additional research by Irma Della Giovampaola ...,"New Haven, Conn. [u.a.]",Yale University Press,(2010),"Hornsby, Clare|Della Giovampaola, Irma",,,,
BV036118420,ita,,Enthymema,,,[S.l.],[Verlag nicht ermittelbar],2009-,,,,,
BV036118568,ita,"Buscaroli Fabbri, Beatrice",Ricordi via Roma,,Beatrice Buscaroli,Milano,<<Il>> Saggiatore,2010,,"Modigliani, Amedeo",p,BV000009820,La cultura
BV036118674,ita,"Pangrazi, Tiziana",La Musurgia universalis di Athanasius Kircher,,Tiziana Pangrazi,Firenze,Olschki,2009,,"Kircher, Athanasius",u,BV014566337,"Le corrispondenze letterarie, scientifiche ed erudite dal Rinascimento all'età moderna"
BV036118685,ita,,Storia di Manfredonia,,a cura di Franco Mercurio,Bari,Edipuglia,2010,"Licinio, Raffaele",Manfredonia,g,,
BV036118696,eng,,International Journal of Conservation Science,,,Iasi,"Arheoinvest - Interdisciplinary Platform, Laboratory of Scientific Investigation & Conservation",2010-,,,,,
BV036118883,ita,"Nalini Montanari, Gina",Santi e chiese,,Gina Nalini Montanari ; sculture e disegni di Mirella Guidetti Giacomelli,Ferrara,Este Ed.,2010,,Ferrara|Heiligenverehrung,g|s,BV013523211,Studium
BV036119075,ita,"Guerrazzi, Francesco Domenico",L'Assedio di Firenze,,,Parigi,,1846,,,,,
BV036119079,ita,"Guerrazzi, Francesco Domenico",L'Assedio di Firenze,,,Parigi,,1846,,,,,
BV036119567,ger,,Hofburg Brixen,,Johann Kronbichler,Regensburg,Schnell & Steiner,2010,"Kronbichler, Johann",Diözesanmuseum Brixen|Bischöfliche Burg,b|g,BV038743237,Burgen
BV036119605,ita,"Settis, Salvatore",Artisti e committenti fra Quattro e Cinquecento,,Salvatore Settis,Torino,Einaudi,2010,,Italien|Künstler|Giorgione,g|s|p,BV012799091,Piccola biblioteca Einaudi
BV036119645,ita,"Dillon, John M.",I Medioplatonici,,John Dillon,Milano,Vita e Pensiero,2010,,Platonismus,s,BV008906744,The Middle Platonists
BV036119669,por,,Revista de Administração da Unimep,,Universidade Metodista de Piracicaba,Piracicaba,,2003-,,,,,
BV036119780,ita,"Bettini, Maurizio",Il mito di Circe,,Maurizio Bettini ; Cristiana Franco,Torino,G. Einaudi,2010,"Franco, Cristiana",Griechenland|Mythologie|Circe,g|s|p,BV036554764,Saggi
BV036119799,ita,,"Antigiudaismo, antisemitismo, memoria",,a cura di Giuseppe Capriotti,Macerata,EUM,2009,"Capriotti, Giuseppe",Antisemitismus,s,,
BV036119802,ita,,Profili di donne lombarde,,a cura di Franca Pizzini,Milano,Mazzotta,2009,"Pizzini, Franca",Lombardei|Weiblicher Adel,g|s,BV036212526,Per Milano e la Lombardia
BV036119807,eng,,19,,,London,"School of Arts, Birkbeck College, Univ. of London",2005-,,,,,
BV036119890,eng,,Concrete Research Letters,,,[S.l.],[Verlag nicht ermittelbar],2010-,,,,,
BV036119914,por,,Cultura Visual,,Escola de Belas Artes da Universidade Federal da Bahia,Salvador-Bahia,,2007-,,,,,
BV036120072,fre,,Le culte des grands hommes,,sous la dir. de Thomas W. Gaehtgens et Gregor Wedekind,Paris,Éd. de la Maison des Sciences de l'Homme,2009,"Gaehtgens, Thomas W.|Wedekind, Gregor",Frankreich|Personenkult,g|s,BV037479935,Passages
BV036120196,ger,,Bildmagie und Brunnensturz,,Elisabeth Walde (Hg.),Innsbruck [u.a.],Studien-Verl.,2009,"Walde, Elisabeth",Kunst,s,,
BV036120390,eng,,Fra Angelico to Leonardo,,Hugo Chapman and Marzia Faietti,London,British Museum Press,2010,"Chapman, Hugo|Faietti, Marzia",Renaissance|Italien|Britisches Museum Department of Prints and Drawings,s|g|b,,
BV036120496,eng,"Ratté, Felicity",Picturing the city in medieval Italian painting,,Felicity Ratté,"Jefferson, N.C.",McFarland,2006,,Italien|Malerei,g|s,,
BV036120648,eng,,Journal of physical science,,"University Sains Malaysia, Penang, Malaysia","Kelantan, Malaysia",Univ.,2006-,,,,,
BV036120671,ita,"Vannugli, Antonio",La collezione del segretario Juan de Lezcano,,Antonio Vannugli,Roma,Bardi,2009,,"Lezcano, Juan de|Sammlung|Italien",p|s|g,,
BV036120839,ita,,Ombra,,a cura di Paolo Garbini,Roma,Viella,2010,"Garbini, Paolo",Schatten,s,BV010489791,I libri di Viella
BV036120861,ita,"Agosti, Giovanni",Un amore di Giovanni Bellini,,Giovanni Agosti,Milano,Officina Libraria,2009,,"Bellini, Giovanni",p,BV036120857,Sine titulo
BV036120889,ita,"Buzi, Paola",Catalogo dei manoscritti copti Borgiani conservati presso la Biblioteca Nazionale Vittorio Emanuele III di Napoli,,Paola Buzi,Roma,Bardi,2009,,"Borgia, Stefano|Biblioteca Nazionale Vittorio Emanuele III|Handschrift",p|b|s,,
BV036121174,fre,,C'est la vie !,,[commissaires de l'exposition: Patrizia Nitti ; Claudio Strinati],[Paris],[Skira Flammarion],2010,"Nitti, Patrizia|Strinati, Claudio",Vanitas,s,,
BV036121186,ger,"Rudolph, Harriet",Das Reich als Ereignis,,von Harriet Rudolph,Köln [u.a.],Böhlau,2011,,Reichsstadt,s,BV005871850,Norm und Struktur
BV036121238,ger,"Weber, Christoph Friedrich",Zeichen der Ordnung und des Aufruhrs,,Christoph Friedrich Weber,Köln [u.a.],Böhlau,2011,,Italien|Stadt,g|s,,
BV036121259,ger,,Zwischen Wort und Bild,,hrsg. von Hartmut Bleumer ...,Köln [u.a.],Böhlau,2010,"Bleumer, Hartmut",Mittelalter,s,,
BV036121931,ita,"Giusti, Giuseppe",Poesie,,Giuseppe Giusti,Firenze,Salani,1924,,"Giusti, Giuseppe",p,,
BV036121978,ger,,Stadt:Pilot,,"Bundesinstitut für Bau-, Stadt- und Raumforschung (BBSR) im Bundesamt für Bauwesen und Raumordnung (BBR)",Bonn,BBSR,2009-,,,,,
BV036122113,ita,,"La chiesa di san Luigi dei Francesi, Roma",,[Mario Dal Bello. Foto: ... tutte le altre ill. Arnoldo Vescovo],Regensburg,Schnell + Steiner,2010,"Dal Bello, Mario|Vescovo, Arnaldo",San Luigi dei Francesi,g,BV005501490,Kleine Kunstführer
BV036122337,ger,"Putz, Hannelore",Für Königtum und Kunst,,Hannelore Putz,München,Beck,2013,,"Ludwig I. (Bayern, König)|Kunstpolitik",p|s,BV044666930,Schriftenreihe zur bayerischen Landesgeschichte
BV036122363,eng,,Philosophy Pathways,,International Society for Philosophers,Sheffield,Univ.,2001-,,,,,
BV036122639,eng,,Translation & Interpreting,,Interpreting & Translation Research Group of the University of Western Sydney,Sydney,,2009-,,,,,
BV036123104,ger,,Spanisches Liederbuch,,von Emanuel Geibel und Paul Heyse,Berlin,Hertz,1852,"Geibel, Emanuel|Heyse, Paul",,,,
BV036123206,ita,,LANX,,,Milano,,2008-,,,,,
BV036123394,ita,"Crespi Morbio, Vittoria",Salvatore Fiume alla Scala,,Vittoria Crespi Morbio,Torino <<[etc.]>>,Allemandi,2008,,"Fiume, Salvatore|Teatro alla Scala|Bühnenbild",p|b|s,,
BV036124033,ger,"Essenwein, August von",Die mittelalterlichen Kunstdenkmale der Stadt Krakau,,von A. Essenwein,Leipzig,Brockhaus,1869,,Krakau|Kunstwerk,g|s,,
BV036124091,ger,,Perspektive - Die Spaltung der Standpunkte,,Gertrud Koch (Hrsg.),München [u.a.],Fink,2010,"Koch, Gertrud",Perspektivismus,s,,
BV036124324,eng,,International journal of protective structures,,published in association with International Association of Protective Structures,"Thousand Oaks, CA ; London",SAGE Publications,2010-,,,,,
BV036124326,eng,,Science China,,,Beijing,Science China Press,2010-,,,,,
BV036124327,eng,,Science China,,,Beijing,Science China Press,2010-,,,,,
BV036124329,eng,,International journal of applied glass science,,The American Ceramic Society,"Hoboken, NJ [u.a.]",Wiley-Blackwell,2010-,,,,,
BV036124332,ger,,Zeitschrift für qualitative Forschung,,,Leverkusen-Opladen,Budrich,2007-,,,,,
BV036124333,eng,,Progress in neurology and psychiatry,,,"Malden, Mass. [u.a.]",Wiley,2007-,,,,,
BV036124334,ger,,Diskurs Kindheits- und Jugendforschung,,,Leverkusen,Budrich,2006-,,,,,
BV036124338,eng,,School science and mathematics,,School Science and Mathematics Association,Chichester,Wiley,1901-,,,,,
BV036124340,eng,,Higher education abstracts,,Claremont Graduate School,Oxford [u.a.],Wiley-Blackwell,[1984]-,,,,,
BV036124342,eng,,Journal of interior design,,,Oxford,Wiley-Blackwell,1975-,,,,,
BV036124344,fre,,La linguistique,,,Paris,"PUF, Presses Univ. de France",1965-,,,,,
BV036124345,eng,,American art news,,,"New York, NY",Artnews Associates,1904-1923,,,,,
BV036124346,eng,,The art journal,,,"New York, NY",Appleton,1875-1880,,,,,
BV036124347,eng,,Transactions of the American Art Union,,,"New York, NY",Assoc.,1844-1850,,,,,
BV036124348,eng,,Transactions of the Apollo Association for the Promotion of the Fine Arts in the United States,,,"New York, NY",Assoc.,1839-1842,,,,,
BV036124354,ger,"Burckhardt, Jacob",Der Cicerone,,von Jacob Burckhardt. Bearb. von W. Bode und C. v. Fabriczy,Leipzig,Seemann,1893,"Bode, Wilhelm von|Zahn, Albert von",,,,
BV036124818,ita,,Fasto di corte,,a cura di Mina Gregori,Firenze,Edifir Edizioni,2009,"Gregori, Mina|Acanfora, Elisa|Bacherini, Paolo",,,,
BV036124837,ita,,Francesca Romana,,a cura di Alessandra Bartolomei Romagnoli,Firenze,Ed. del Galluzzo,2009,"Bartolomei Romagnoli, Alessandra",Franziska (von Rom),p,BV020836536,La mistica cristiana tra Oriente e Occidente
BV036124957,hrv,,Arhivski vjesnik,,,Zagreb,,1958-,,,,,
BV036125267,ita,,Napoli,,"contributi di Giuseppe Galasso ... Con una Antologia napoletana scelta e introdotta da Caterina Napoleone ; fotografie, Luciano Romano ; progetto e cura grafica di Franco Maria Ricci",Parma,"Cariparma, Crédit agricole",2009,"Galasso, Giuseppe|Romano, Luciano|Ricci, Franco Maria|Napoleone, Caterina",Neapel|Kunst,g|s,,
BV036125292,ita,"Fabiani, Giuseppe",Artisti del Sei-Settecento in Ascoli,,Giuseppe Fabiani,[Ascoli Piceno],Lìbrati,2009,,Ascoli Piceno|Künstler,g|s,,
BV036125359,ger,"Becht, Sabine",Ligurien,,Sabine Becht ; Sven Talaron,Erlangen,<<M.>> Müller,2010,"Talaron, Sven",Ligurien|Wandern,g|s,,
BV036125444,ger,,Typographia,,,Mittweida,,1846-1847,,,,,
BV036125698,ger,,Das Baptisterium am Dom - Kölns erster Taufort,,"in Zusammenarbeit mit der Arbeitsgemeinschaft Baptisterium und der Dombauverwaltung, hrsg. von Ulrich Krings und Rainer Will",Köln,Greven,2009,"Krings, Ulrich",Dom Köln|Katholische Kirche Erzdiözese Köln|Taufliturgie,g|b|s,,
BV036125735,ita,,Testi e linguaggi,,,Roma,,2007-,,,,,
BV036125773,ger,,Amtliche Bekanntmachung,,Karlsruher Institut für Technologie,Karlsruhe,,2009-,,,,,
BV025857200,ger,"Mitteis, Heinrich",Der Staat des hohen Mittelalters,,Heinrich Mitteis,Köln [u.a.],Böhlau,1986,,Verfassung,s,,
BV025862755,ger,"Flashar, Martin",Apollon Kitharodos,,von Martin Flashar,Köln [u.a.],Böhlau,1992,,Apollon (Gott)|Plastik|Griechenland,p|s|g,,
BV025863252,ger,"Drenker-Nagels, Klara",Carlo Mense,,Klara Drenker-Nagels. [Kölnisches Stadtmuseum]. Mit einem Beitr. von Joachim Heusinger von Waldegg. Hrsg. von Werner Schäfke und Sabine Fehlemann,Köln,Kölnisches Stadtmuseum,1993,,"Mense, Carlo",p,,
BV025866286,ger,,La bella maniera,,mit einem Essay von Werner Hofmann. Katalog Karin Orchard und Thomas Röske. Hrsg. von Ger Luijten.,Bern [u.a.],Gachnang & Springer,1994,"Luijten, Ger|Orchard, Karin|Röske, Thomas",Druckgrafik,s,,
BV025867222,fre,,Byzance et les images,,sous la direction d'André Guillon ...,Paris,La Documentation francaise,1994,"Guillou, André",Byzantinisches Reich|Bilderstreit,g|s,,
BV025868698,ger,"Binding, Günther","Köln, Aachen, Reichenau",,Günther Binding,Köln,Univ.,1981,,,,,
BV025895411,eng,,Naked truths,,ed. by Ann Olga Koloski-Ostrow ...,London,Routledge,1997,"Koloski-Ostrow, Ann Olga",Frau|Griechenland,s|g,,
BV025895591,eng,,The Renaissance in national context,,ed. by Roy Porter ...,Cambridge [u.a.],Cambridge Univ. Press,1992,"Porter, Roy","Renaissance|Celtis, Konrad",s|p,,
BV025895695,eng,,American impressionism and realism,,H. Barbara Weinberg ; Doreen Bolger ; David Park Curry,New York,Metropolitan Museum of Art [u.a.],1994,"Weinberg, Helene Barbara|Bolger, Doreen|Curry, David Park",USA|Malerei,g|s,,
BV025895832,eng,,Critical terms for art history,,ed. by Robert S. Nelson ...,Chicago [u.a.],Univ. of Chicago Press,1996,"Nelson, Robert S.",Kunstgeschichte,s,,
BV025895908,ger,,Bibliotheken und Bücher im Zeitalter der Renaissance,,hrsg. von Werner Arnold,Wiesbaden,Harrassowitz,1997,"Arnold, Werner",Buch,s,BV037477595,Wolfenbütteler Abhandlungen zur Renaissanceforschung
BV025896014,eng,,Dynasties,,ed. by Karen Hearn,London,Tate Publ.,1995,"Hearn, Karen",,,,
BV025896096,eng,"Jacobs, Fredrika Herman",Defining the Renaissance virtuosa,,Fredrika H. Jacobs,Cambridge [u.a.],Cambridge Univ. Press,1997,,"Italien|Künstlerin|Fontana, Lavinia",g|s|p,,
BV025896382,ger,,Architekturmodelle der Renaissance,,hrsg. von Bernd Evers. Mit Beitr. von Sandro Benedetti ... [Übers. aus d. Engl. von Anton Ebner ...],München [u.a.],Prestel,1995,"Evers, Bernd|Benedetti, Sandro",Italien|Architekturmodell,g|s,,
BV025897547,ger,,Max Klinger,,mit Beitr. von Manred Boetzkes ...,Mainz am Rhein,<<von>> Zabern,1984,"Boetzkes, Manfred",,,,
BV025908895,ger,"Kohl, Karl-Heinz",Entzauberter Blick,,Karl-Heinz Kohl,Frankfurt am Main [u.a.],Qumran Verl.,1983,,Edler Wilder,s,,
BV025909652,ger,"Loesch, Ilse",So war es Sitte in der Renaissance,,Ilse Lösch. [Hrsg. von der Deutschen Akademie der Künste zu Berlin],Leipzig,Edition Leipzig,1964,,"Zeremoniell|Maximilian I. (Heiliges Römisches Reich, Kaiser)",s|p,,
BV025913052,ger,"Cornevin, Robert",Geschichte Afrikas,,Robert und Marianne Cornevin,Stuttgart,Klett,1966,"Cornevin, Marianne",Afrika|Geschichte,g|s,,Histoire de l'Afrique des origines à nos jours
BV025922825,ger,"Hofmann, Werner",Anhaltspunkte,,Werner Hofmann,Frankfurt am Main,Fischer,1989,,Ästhetik,s,BV000000577,Fischer-Taschenbücher
BV025927350,ger,"Dohrn-van Rossum, Gerhard",Die Geschichte der Stunde,,Gerhard Dohrn-van Rossum,München [u. a.],Hanser,1992,,Zeit,s,,
BV025929648,ger,"Furttenbach, Joseph",Architectura recreationis,,Joseph Furthenbach. [Hrsg. u. mit einem Nachw. vers. von Detlef Karg],Berlin,Verl. für Bauwesen,1988,"Karg, Detlef","Gartenbau|Furttenbach, Joseph",s|p,,
BV025944535,ger,,Rosarium philosophorum,,,Weinheim,VCH,1992,"Telle, Joachim|Claren, Lutz",Rosarium philosophorum|Alchemie,u|s,,
BV025944576,lat,Dante,Philosophische Werke,,Dante Alighieri. Hrsg. unter der Leitung von Ruedi Imbach,Hamburg,Meiner,1993,"Dante|Della Scala, Cangrande|Imbach, Ruedi|Ricklin, Thomas|Ricklin, Thomas|Imbach, Ruedi",Dante (Alighieri),u,BV005458939,Philosophische Bibliothek
BV025944705,lat,Dante,Philosophische Werke,,Dante Alighieri. Hrsg. unter der Leitung von Ruedi Imbach,Hamburg,Meiner,1994,"Dante|Perler, Dominik|Imbach, Ruedi|Ricklin, Thomas",,,BV005458939,Philosophische Bibliothek
BV025945255,ger,,Deutsche biographische Enzyklopädie,,hrsg. von Walther Killy,München [u.a.],Saur,1995,"Killy, Walther",Deutsches Sprachgebiet|Biografie,g|s,,
BV025945372,ger,,Deutsche biographische Enzyklopädie,,hrsg. von Walther Killy,München [u.a.],Saur,1996,"Killy, Walther",,,,
BV025945429,ger,,Deutsche biographische Enzyklopädie,,hrsg. von Walther Killy,München [u.a.],Saur,1996,"Killy, Walther",,,,
BV025945455,ger,,Deutsche biographische Enzyklopädie,,hrsg. von Walther Killy,München [u.a.],Saur,1995,"Killy, Walther",,,,
BV025945506,ger,,Deutsche biographische Enzyklopädie,,hrsg. von Walther Killy,München [u.a.],Saur,1997,"Killy, Walther",Deutsches Sprachgebiet|Biografie,g|s,,
