4;Nk 2100;;............außereuropäische Länder;
4;Nk 2105;;............Asien allgemein;
4;Nk 2110;;............Vorderasien;
4;Nk 2130;;............Ostasien;
4;Nk 2150;;............Afrika;
4;Nk 2160;2175;............Amerika;
4;Nk 2190;;............Australien und Südsee (Ozeanien);
3;Nk xxx;yyy;.........Teile von Profangebäuden;
4;Nk xxx;yyy;............mehrere Teile zusammenfassend;
5;Nk 3010;;...............interkontinental;
5;Nk 3015;;...............Europa allgemein;
5;Nk 3020;3024;...............mitteleuropäische Länder;
5;Nk 3026;3030;...............westeuropäische Länder;
5;Nk 3032;;...............südeuropäische Länder;
5;Nk 3034;;...............nordeuropäische Länder;
5;Nk 3038;;...............osteuropäische Länder;
5;Nk 3042;;...............Balkan-Länder;
5;Nk 3046;;...............außereuropäische Länder;
4;Nk xxx;yyy;............Dachstuhl, Dachform, Mansarde;
5;Nk 3110;;...............interkontinental;
5;Nk 3115;;...............Europa allgemein;
5;Nk 3120;3124;...............mitteleuropäische Länder;
5;Nk 3126;3130;...............westeuropäische Länder;
5;Nk 3132;;...............südeuropäische Länder;
5;Nk 3134;;...............nordeuropäische Länder;
5;Nk 3138;;...............osteuropäische Länder;
5;Nk 3142;;...............Balkan-Länder;
5;Nk 3146;;...............außereuropäische Länder;
4;Nk xxx;yyy;............Fassade, Erker;
5;Nk 3210;;...............interkontinental;
5;Nk 3215;;...............Europa allgemein;
5;Nk 3220;3224;...............mitteleuropäische Länder;
5;Nk 3226;3230;...............westeuropäische Länder;
5;Nk 3232;;...............südeuropäische Länder;
5;Nk 3234;;...............nordeuropäische Länder;
5;Nk 3238;;...............osteuropäische Länder;
5;Nk 3242;;...............Balkan-Länder;
5;Nk 3246;;...............außereuropäische Länder;
4;Nk xxx;yyy;............Terrasse, Balkon, Altane;
5;Nk 3310;;...............interkontinental;
5;Nk 3315;;...............Europa allgemein;
5;Nk 3320;3324;...............mitteleuropäische Länder;
5;Nk 3326;3330;...............westeuropäische Länder;
5;Nk 3332;;...............südeuropäische Länder;
5;Nk 3334;;...............nordeuropäische Länder;
5;Nk 3338;;...............osteuropäische Länder;
5;Nk 3342;;...............Balkan-Länder;
5;Nk 3346;;...............außereuropäische Länder;
4;Nk xxx;yyy;............Treppenhaus;
5;Nk 3410;;...............interkontinental;
5;Nk 3415;;...............Europa allgemein;
5;Nk 3420;3424;...............mitteleuropäische Länder;
5;Nk 3426;3430;...............westeuropäische Länder;
5;Nk 3432;;...............südeuropäische Länder;
5;Nk 3434;;...............nordeuropäische Länder;
5;Nk 3438;;...............osteuropäische Länder;
5;Nk 3442;;...............Balkan-Länder;
5;Nk 3446;;...............außereuropäische Länder;
4;Nk xxx;yyy;............Galerie, Flur, Saal (auch Fest- und Bibliothekssaal);
5;Nk 3510;;...............interkontinental;
5;Nk 3515;;...............Europa allgemein;
5;Nk 3520;3524;...............mitteleuropäische Länder;
5;Nk 3526;3530;...............westeuropäische Länder;
5;Nk 3532;;...............südeuropäische Länder;
5;Nk 3534;;...............nordeuropäische Länder;
5;Nk 3538;;...............osteuropäische Länder;
5;Nk 3542;;...............Balkan-Länder;
5;Nk 3546;;...............außereuropäische Länder;
4;Nk xxx;yyy;............Zimmer;
5;Nk ;;...............;Inneneinrichtung = Ss 105 ff.
5;Nk 3610;;...............interkontinental;
5;Nk 3615;;...............Europa allgemein;
5;Nk 3620;3624;...............mitteleuropäische Länder;
5;Nk 3626;3630;...............westeuropäische Länder;
5;Nk 3632;;...............südeuropäische Länder;
5;Nk 3634;;...............nordeuropäische Länder;
5;Nk 3638;;...............osteuropäische Länder;
5;Nk 3642;;...............Balkan-Länder;
5;Nk 3646;;...............außereuropäische Länder;
4;Nk xxx;yyy;............sanitäre Anlagen;
5;Nk 3710;;...............interkontinental;
5;Nk 3715;;...............Europa allgemein;
5;Nk 3720;3724;...............mitteleuropäische Länder;
5;Nk 3726;3730;...............westeuropäische Länder;
5;Nk 3732;;...............südeuropäische Länder;
5;Nk 3734;;...............nordeuropäische Länder;
5;Nk 3738;;...............osteuropäische Länder;
5;Nk 3742;;...............Balkan-Länder;
5;Nk 3746;;...............außereuropäische Länder;
4;Nk xxx;yyy;............Sonstiges;
5;Nk 3910;;...............interkontinental;
5;Nk 3915;;...............Europa allgemein;
5;Nk 3920;3924;...............mitteleuropäische Länder;
5;Nk 3926;3930;...............westeuropäische Länder;
5;Nk 3932;;...............südeuropäische Länder;
5;Nk 3934;;...............nordeuropäische Länder;
5;Nk 3938;;...............osteuropäische Länder;
5;Nk 3942;;...............Balkan-Länder;
5;Nk 3946;;...............außereuropäische Länder;
2;Nm ;;......Konstruktive Bauglieder in der Sakral-und Profanarchitektur;
3;Nm xxx;yyy;.........Mehrere Bauglieder zusammenfassend;
4;Nm 10;;............interkontinental;
4;Nm 15;;............Europa allgemein;
4;Nm 20;24;............mitteleuropäische Länder;
4;Nm 26;30;............westeuropäische Länder;
4;Nm 32;;............südeuropäische Länder;
4;Nm 34;;............nordeuropäische Länder;
4;Nm 38;;............osteuropäische Länder;
4;Nm 42;;............Balkan-Länder;
4;Nm 46;;............außereuropäische Länder;
3;Nm xxx;yyy;.........Kuppel, Gewölbe, Flachdecke;
4;Nm xxx;yyy;............zeitlich durchgehend;
5;Nm 210;;...............interkontinental;
5;Nm 215;;...............Europa allgemein;
5;Nm 220;224;...............mitteleuropäische Länder;
5;Nm 226;230;...............westeuropäische Länder;
5;Nm 232;;...............südeuropäische Länder;
5;Nm 234;;...............nordeuropäische Länder;
5;Nm 238;;...............osteuropäische Länder;
5;Nm 242;;...............Balkan-Länder;
5;Nm 246;;...............außereuropäische Länder;
4;Nm xxx;yyy;............Mittelalter (bis 1500);
5;Nm 260;;...............interkontinental;
5;Nm 265;;...............Europa allgemein;
5;Nm 270;274;...............mitteleuropäische Länder;
5;Nm 276;280;...............westeuropäische Länder;
5;Nm 282;;...............südeuropäische Länder;
5;Nm 284;;...............nordeuropäische Länder;
5;Nm 288;;...............osteuropäische Länder;
5;Nm 292;;...............Balkan-Länder;
5;Nm 296;;...............außereuropäische Länder;
4;Nm xxx;yyy;............Neuzeit (1500 bis zur Gegenwart);
5;Nm 310;;...............interkontinental;
5;Nm 315;;...............Europa allgemein;
5;Nm 320;324;...............mitteleuropäische Länder;
5;Nm 326;330;...............westeuropäische Länder;
5;Nm 332;;...............südeuropäische Länder;
5;Nm 334;;...............nordeuropäische Länder;
5;Nm 338;;...............osteuropäische Länder;
5;Nm 342;;...............Balkan-Länder;
5;Nm 346;;...............außereuropäische Länder;
4;Nm xxx;yyy;............19. und 20. Jahrhundert;
5;Nm 360;;...............interkontinental;
5;Nm 365;;...............Europa allgemein;
5;Nm 370;374;...............mitteleuropäische Länder;
5;Nm 376;380;...............westeuropäische Länder;
5;Nm 382;;...............südeuropäische Länder;
5;Nm 384;;...............nordeuropäische Länder;
