id,language_code,holdings,author_person,author_corporate,author_uniform,title,publication,physical_description,subject_personal,subject_corporate,subject_meeting,subject_uniform_title,subject_named_event,subject_chronological,subject_topical,subject_geographic 
BV000178465,eng,{'a': 'DE-83'},"Adams, William Howard",,,Jefferson's Monticello,New York,276 S.,"Jefferson, Thomas",Monticello (Va.),,,,,,"Monticello, Va."
BV000178495,eng,{'a': 'DE-Y2'},"Adams, Percy G.",,,Travel literature and the evolution of the novel,"Lexington, Ky.","XI, 368 S.",,,,,,Geschichte 1450-1800,Geschichte,Europa
BV000178615,ger,{'a': 'DE-N26'},,,,Signete,Hannover,306 S.,,,,,,Geschichte 1400-1600,Verlegermarke,Deutschland
BV000179122,ger,{'a': 'DE-M508'},,,,Die Bugattis,Hamburg,498 S.,"Bugatti, Rembrandt",,,,,Geschichte 1800-2000,Kraftwagen,
BV000179444,ita,{'a': 'DE-83'},"Rossi, Paolo A.",,,Le cupole del Brunelleschi,Bologna,"X, 125 S.","Brunelleschi, Filippo",,,,,Geschichte 1500-1600,Konstruktionselement,Dom Florenz
BV000179996,fre,{'a': 'DE-188'},"Ungers, Oswald Mathias",,,Die Thematisierung der Architektur,Stuttgart,125 S.,"Ungers, Oswald Mathias",,,,,,Architekturtheorie,
BV000180044,ita,{'a': 'DE-83'},"Coarelli, Filippo",,,Il Foro Romano,Roma,329 S.,,,,,,,,
BV000180045,ita,{'a': 'DE-Y2'},"Coarelli, Filippo",,,Il Foro Romano,Roma,351 s.,,,,,,,,
BV000180080,ger,{'a': 'DE-188'},"Lever, Maurice",,,Zepter und Narrenkappe,München,255 S.,,,,,,Geschichte,Geschichte,Frankreich
BV000180205,ita,{'a': 'DE-Y2'},"Laparelli, Annibale",,,Memorie cortonesi dal 1642 al 1670,Cortona,121 S.,,,,,,Geschichte 1642-1670,Geschichte,Cortona
BV000180218,ger,{'a': 'DE-Re5'},"Blume, Dieter",,,Wandmalerei als Ordenspropaganda,Worms,"VIII, 190, 108 S.","Francis <of Assisi, Saint, 1182-1226>",Franziskaner,,,,Geschichte 1250-1350,Ausmalung,Italien
BV000180283,eng,{'a': 'DE-Y2'},,,,Renaissance eloquence,Berkeley [u.a.],"X, 472 S.",,,,,,Geschichte 1500-1800,Rhetorik,
BV000180458,ita,{'a': 'DE-Lsh1'},,,,Architettura rinascimentale in Alta Valsugana,Pergine,219 S.,"Clesio, Bernardo",,,,,Geschichte 1420-1600,Renaissance,Obere Val Sugana
BV000181574,ger,{'a': 'DE-Y2'},"Demandt, Alexander",,,Der Fall Roms,München,694 S.,,,,,,Geschichte,Rezeption,Römisches Reich
BV000181867,ita,{'a': 'DE-Y2'},,,,La Certosa del Galluzzo a Firenze,Firenze,316 S.,,Certosa di Firenze,,,,,Kunst,
BV000181936,eng,{'a': 'DE-11'},"Ševčenko, Nancy Patterson",,,The life of Saint Nicholas in Byzantine art,Torino,346 S.,Nikolaus,,,,,Geschichte 1000-1500,Ikonographie,Byzantinisches Reich
BV000181946,ita,{'a': 'DE-Y2'},"Marani, Pietro C.",,,L' architettura fortificata negli studi di Leonardo da Vinci,Firenze,379 S.,Leonardo,,,,,Geschichte 1500-1600,Architektur,Italien
BV000182121,ger,{'a': 'DE-M17'},"Schulze, Sabine",,,Bildprogramme in deutschen Kunstmuseen des 19. Jahrhunderts,Frankfurt am Main u.a.,332 S.,,,,,,Geschichte 1800-1900,Kunstmuseum,Deutschland
BV000182332,ita,{'a': 'DE-Y2'},,,,Carlo Ceresa,Bergamo,"XIII, 161 S.","Ceresa, Carlo",,,,,,,
BV000182337,ita,{'a': 'DE-Y2'},"Casali, Giovanna",,,Bernardo Buontalenti e la burocrazia tecnica nella Toscana Medicea,Firenze,117 S.,"Buontalenti, Bernardo",,,,,Geschichte 1500-1600,Architektur,Italien
BV000182394,ita,{'a': 'DE-Y2'},,,,Le basse valli del Musone e del Potenza nel medioevo,Loreto,"95, 12 S.",,,,,,Geschichte 500-1500,Sacred space,Loreto (Italy)
BV000182494,eng,{'a': 'DE-20'},"Rosen, Charles",,,Romanticism and realism,New York,"XI, 244 S.",,,,,,Geschichte 1800-1900,Kunst,
BV000182684,ger,{'a': 'DE-Bo133'},"Toeplitz, Jerzy",,,Geschichte des Films,München,"463 S., [56] Bl.",,,,,,,,
BV000182685,ger,{'a': 'DE-Bo133'},"Toeplitz, Jerzy",,,Geschichte des Films,München,"484 S., [56] Bl.",,,,,,,,
BV000182771,ger,{'a': 'DE-M111'},"Michler, Jürgen",,,Die Elisabethkirche zu Marburg in ihrer ursprünglichen Farbigkeit,Marburg,"XII, 396, 165 S.",,"Elisabethkirche (Marburg, Germany)",,,,Geschichte 0700-1500,Licht,Deutschland
BV000182783,ger,{'a': 'DE-Y7'},"Ginzburg, Carlo",,,Spurensicherungen,Berlin,191 S.,"Ginzburg, Carlo",,,,,,Kultur,Europa
BV000183088,dut,{'a': 'DE-Y2'},,,,Monumentale beeldhouwwkunst in Nederland,Weesp,278 S.,,,,,,Geschichte 1800-1940,Monumentalplastik,Niederlande
BV000183483,ger,{'a': 'DE-739'},"Laux, Wolfgang",,,Erhöhung staatswirtschaftlicher Effizienz durch budgetäre Selbstbeschränkung?,Frankfurt am Main [u.a.],"III, 194 Seiten",,,,,,,Öffentliche Ausgaben,
BV000183550,ita,{'a': 'DE-Y2'},,,,Il tempio di San Fortunato a Todi,Milano,175 S.,Fortunatus,"San Fortunato (Church : Todi, Italy)",,,,Geschichte 0700-1500,Ikonographie,San Fortunato
BV000183590,ita,{'a': 'DE-Y2'},"Lepschy, Anna Laura",,,Tintoretto observed,Ravenna,289 S.,Tintoretto,,,,,Geschichte 1500-2000,Rezeption,
BV000183593,ger,{'a': 'DE-M100'},"Schiedlausky, Günther",,,Kühlkugel und Wärmapfel,München ; Berlin,95 S.,,Bayerisches Nationalmuseum,,,,Geschichte 1600-1800,Bettwärmer,Europa
BV000183815,ita,{'a': 'DE-Y2'},,,,Disegni neoclassici tra regola e fantasia,Firenze,60 S.,"Petitot, Ennemond Alexandre",,,,,Geschichte 1500-2000,Zeichnung,
BV000183819,ger,{'a': 'DE-M157'},"Reinle, Adolf",,,Das stellvertretende Bildnis,Zürich ; München,352 S.,,,,,,Geschichte Anfänge-1830,Reiterstandbild,
BV000183826,ger,{'a': 'DE-70'},"Kaegi, Werner",,,Jacob Burckhardt,Basel,"XIX, 582 S., [27] Bl.","Burckhardt, Jacob <1818-1897>",,,,,,,
BV000183827,ger,{'a': 'DE-70'},"Kaegi, Werner",,,Jacob Burckhardt,Basel,"XXIII, 586 S., [32] Bl.","Burckhardt, Jacob <1818-1897>",,,,,,,
BV000183828,ger,{'a': 'DE-70'},"Kaegi, Werner",,,Jacob Burckhardt,Basel,"XXIV, 769 S. [32] Bl.","Burckhardt, Jacob <1818-1897>",,,,,,,
BV000183829,ger,{'a': 'DE-70'},"Kaegi, Werner",,,Jacob Burckhardt,Basel,"XX, 483 S., [33] Bl.","Burckhardt, Jacob <1818-1897>",,,,,,,
BV000183830,ger,{'a': 'DE-70'},"Kaegi, Werner",,,Jacob Burckhardt,Basel,"XX, 642 S., [29] Bl.","Burckhardt, Jacob",Kestner-Museum,,,,,,
BV000183833,ger,{'a': 'DE-70'},"Kaegi, Werner",,,Jacob Burckhardt,Basel,"XIV, 317 S.","Burckhardt, Jacob",,,,,,Merkantilismus,
BV000183962,fre,{'a': 'DE-Y2'},,,,Acta Iohannis,Turnhout,"XXI, 419 S.",,,,,,,,
BV000183964,gre,{'a': 'DE-Y2'},,,,Acta Iohannis,Turnhout,S. 426 - 949,,,,,,,,
BV000184082,ita,{'a': 'DE-Y2'},"Pensabene, Patrizio",,,Frammenti antichi del convento di S. Alessio,Roma,"97, XXX, XII S.",,Sant'Alessio,,,,,Latein,
BV000184479,ger,{'a': 'DE-Y2'},,,,Vivarium,"Münster, Westfalen",384 S.,,,,,,Kirchengeschichte 30-500,Christentum,
BV000184571,ger,{'a': 'DE-M341'},"Hass, Angela",,,Adolf von Hildebrand,München,230 S.,"Hildebrand, Adolf von",,,,,Geschichte 1900-2000,Bildnisplastik,Germany -- History -- 20th century -- Biography -- Portraits -- Catalogs
BV000185228,ger,{'a': 'DE-Y2'},"Cranz, Ferdinand Edward",,,A bibliography of Aristotle editions,Baden-Baden,"XXIII, 246 S.",Aristoteles,,,,,,Edition,
BV000185253,ita,{'a': 'DE-Y2'},,,,Storia del Teatro Regio di Torino,Torino,"546 S., XCIX Bl.",,,,,,,,
BV000185522,ita,{'a': 'DE-188'},,,,Arte della maschera nella Commedia dell'arte,Firenze,207 S.,,,,,,,Maske,
BV000185605,ita,{'a': 'DE-Y2'},,,,Astronomia ed astrologia nel Medioevo,Firenze,170 S.,,,,Sammelhandschrift,,Geschichte 1200-1300,Astrologie,Toskana
BV000185618,ger,{'a': 'DE-M341'},"Vignau-Wilberg, Thea",,,Christoph Murer und die XL. Emblemata miscella nova,Bern,278 S.,"Murer, Christoph",,,XL emblemata miscella nova,,,XL.Emblemata miscella nova (titel),
BV000185976,fre,{'a': 'DE-188'},"Ariès, Philippe",,,Images de l'homme devant la mort,[Paris],276 S.,,,,,,Geschichte 1500-2000,Ikonographie,
BV000186597,ger,{'a': 'DE-Y2'},,,,Aus dem Wirtshaus zum Wilden Mann,Nürnberg,216 S.,,,,,,Geschichte 1300-1550,Alltag,Nürnberg
BV000186672,ita,{'a': 'DE-Y2'},"Plinius Secundus, Gaius",,,Storia naturale,Torino,"996 S., [8] Bl.",,,,,,,Natur,
BV000187152,ita,{'a': 'DE-Y2'},"Foscari, Antonio",,,L' armonia e i conflitti,Torino,"XII, 217 S.",,"Chiesa di San Francesco della Vigna (Venice, Italy)",,,,Geschichte 1500-1593,Architektur,San Francesco della Vigna
BV000188109,eng,{'a': 'DE-Y2'},"Barnhart, Richard M.",,,Peach blossom spring,New York,143 S.,,,,,,Geschichte 960-1912,Garten,China
BV000188201,ita,{'a': 'DE-Y2'},"Zorzi, Alvise",,,Venezia scomparsa,Milano,437 S.,,,,,,Geschichte 1797-1966,Kunstwerk,Venedig
BV000188222,ger,{'a': 'DE-Y2'},"Chapeaurouge, Donat de",,,"Das Auge ist ein Herr, das Ohr ein Knecht",Wiesbaden,"VIII, 160 S.",,,,,,Geschichte 1300-1914,Malerei,
BV000188223,ger,{'a': 'DE-M157'},"Kissel, Otto Rudolf",,,Die Justitia,München,142 S.,Justitia,,,,,,Kunst,
BV000188341,eng,{'a': 'DE-Y2'},,,,La pittura nel XIV e XV secolo,Bologna,427 S.,,,,,,Geschichte 1300-1500,Malerei,
BV000188759,ger,{'a': 'DE-Y2'},"Böker, Hans Josef",,,Englische Sakralarchitektur des Mittelalters,Darmstadt,"X, 373 S.",,,,,,Geschichte 1000-1500,Sakralbau,England
BV000190740,ita,{'a': 'DE-Y2'},,,,Milano città fortificata,Roma,145 S.,,,,,,,Stadtbefestigung,Mailand
BV000190897,grc,{'a': 'DE-M100'},Gregorius,,,Discours,Paris,270 S.,,,,,,,,
BV000190899,fre,{'a': 'DE-M100'},Gregorius,,,Discours,Paris,399 S.,"Julien <empereur romain , 0331-0363>",,,,,,,
BV000190901,grc,{'a': 'DE-M100'},Gregorius,,,Discours,Paris,323 S.,Gregorius (Nyssenus) / Contra Eunomium,,,,,,,
BV000190903,gre,{'a': 'DE-M100'},Gregorius,,,Discours,Paris,309 S.,Gregorius (Nyssenus) / Contra Eunomium,,,,,,,
BV000190905,fre,{'a': 'DE-188'},Gregorius,,,Discours,Paris,382 Seiten,Gregorius (Nyssenus) / Contra Eunomium,,,,,,,
BV000190907,grc,{'a': 'DE-M100'},Gregorius,,,Discours,Paris,338 Seiten,Gregorius (Nyssenus) / Contra Eunomium,,,,,,,
BV000191026,eng,{'a': 'DE-Y2'},,Australian National Gallery (Canberra),,Australian National Gallery,Canberra,290 S.,,National Gallery of Australia,,,,,,
BV000191032,ita,{'a': 'DE-Y2'},,,,Pittura garibaldina da Fattori a Guttuso,Roma,"XIII, 103 S.","Garibaldi, Giuseppe",,,,,Geschichte 1800-1900,Bildnis,Italien
BV000191152,eng,{'a': 'DE-Y3'},,,,Achille Perilli,Milano,119 S.,"Perilli, Achille",,,,,,,
BV000191153,ita,{'a': 'DE-Y2'},"Frateili, Enzo",,,Il disegno industriale italiano,Torino,237 S.,,,,,,Geschichte 1928-1981,Industriedesign,Italien
BV000191180,ger,{'a': 'DE-M458'},,,,Franz Hanfstaengl,München,283 S.,"Hanfstaengl, Franz",,,,,Geschichte 1800-1900,Biografie,Deutschland
BV000193483,ger,{'a': 'DE-Y2'},,,,Goethe im Urteil seiner Kritiker,München,"LXXVI, 606 S.",,,,,,,,
BV000193485,ger,{'a': 'DE-Y7'},,,,Goethe im Urteil seiner Kritiker,München,"LXVIII, 579 S.","Goethe, Johann Wolfgang von <1749-1832> - Critique et interprétation",,,,,,Littérature allemande - 18e siècle,
BV000193487,ger,{'a': 'DE-Y7'},,,,Goethe im Urteil seiner Kritiker,München,"LXVI, 574 S.","Goethe, Johann Wolfgang von <1749-1832>",,,,,,,
BV000193489,ger,{'a': 'DE-Y7'},,,,Goethe im Urteil seiner Kritiker,München,"LXI, 587 S.",,,,,,,,
BV000194353,ita,{'a': 'DE-Y2'},"Astengo, Domenico",,,La scoperta della Riviera,Genova,194 S.,,,,,,Geschichte 1600-1900,Tourismus,Italienische Riviera
BV000195501,ita,{'a': 'DE-Y2'},,,,Disegno italiano fra le due guerre,Modena,399 S.,,,,,,Geschichte 1918-1940,Zeichnung,Italien
BV000195550,eng,{'a': 'DE-Y2'},,British Museum,,Two ivory kings in the British Museum and the Norman Conquest,[Newcastle upon Tyne],16 S.,,British Museum,,,,Geschichte 1000-1200,Elfenbein,Britische Inseln
BV000196260,ger,{'a': 'DE-Y2'},,,,Die Amerbachkorrespondenz,Basel,"LXXXII, 361 S.",,,,,,,,
BV000196261,ger,{'a': 'DE-Y2'},,,,Die Amerbachkorrespondenz,Basel,"S. LXXXVI - XCVIII, 363 - 831",,,,,,,,
BV000196818,ger,{'a': 'DE-20'},,,,Ein Hamburger sammelt in London,[Hamburg],78 S.,"Schröder, Friedrich Ludwig",Hamburg,,,,Geschichte 1800-1900,Malerei,
BV000196861,ger,{'a': 'DE-154'},,Alte Pinakothek,,Alte Pinakothek München,München,610 Seiten,,Alte Pinakothek,,,,,Art,Deutschland
BV000196889,ger,{'a': 'DE-Re13'},"Pochat, Götz",,,Der Symbolbegriff in der Ästhetik und Kunstwissenschaft,Köln,244 S.,,,,,,Geschichte 1700-1955,Kunst,
BV000197251,ita,{'a': 'DE-Y2'},"Ferrari, Luigi",,,La collezione Gallini,Milano,207 S.,,,,,,,,
BV000197352,ger,{'a': 'DE-M333'},"Schmidt, Peter",,,Das Collegium Germanicum in Rom und die Germaniker,Tübingen,"XV, 364 S.",,Collegium Germanicum,,,,Geschichte 1552-1914,Alumne,
BV000197389,ita,{'a': 'DE-Y2'},"Mossa, Vico",,,Dal gotico al barocco in Sardegna,Sassari,343 S.,,,,,,Geschichte 1500-1800,Regionalkunst,Italien
BV000198260,ger,{'a': 'DE-Y2'},"Esser, Saskia",,,Die Ausmalung der Unterkirche von San Francesco in Assisi durch den Franziskusmeister,,176 S.,Franz,,,Passion Jesu,,Geschichte 1200-1500,Freskomalerei,Italien
BV000198294,ger,{'a': 'DE-Y2'},"Schmid-Isler, Salome",,,Del bello intelligibile,,401 S.,"Paolini, Giulio",,,,,,Semiotik,
BV000198390,ger,{'a': 'DE-M341'},"Andersson, Ulrike",,,Giovanni Battista Tiepolo in der Villa Valmarana ai Nani,,"160, LV S.","Tiepolo, Giovanni Battista",,,,,Geschichte 1600-1800,Freskomalerei,Villa Valmarana dei Nani
BV000198476,ita,{'a': 'DE-Y2'},,,,Peggy Guggenheim,Milano,190 S.,"Guggenheim, Peggy",Fondazione Peggy Guggenheim,,,,,,
BV000198582,ita,{'a': 'DE-Y2'},"Zeppegno, Luciano",,,Milano sparita,Roma,201 S.,,,,,,Geschichte 1820-1920,Mailand,
BV000198587,eng,{'a': 'DE-Y2'},,,,Occult and scientific mentalities in the Renaissance,Cambridge u.a.,"XIV, 408 S.",,,,,,Geschichte 1580-1680,Okkultismus,
BV000198604,fre,{'a': 'DE-Y2'},"Delumeau, Jean",,,Le péché et la peur,Paris,741 S.,,,,,,Geschichte 1200-1800,Volksglaube,
BV000198955,ger,{'a': 'DE-Y2'},"Pillinger, Renate",,,Studien zu römischen Zwischengoldgläsern,Wien,"121, 112, 32 S.",,,,,,,"Glassware, Greco-Roman",
BV000199005,eng,{'a': 'DE-Y2'},"Thompson, David",,,Raphael,London,256 S.,Raffael,,,,,,Painters,Italien
BV000199127,ita,{'a': 'DE-Y2'},"Benincasa, Carmine",,,Verso l'altrove,Milano,233 S.,,,,,,Geschichte 1900-1982,Kunst,
BV000199198,ger,{'a': 'DE-Y2'},"Falck-Ytter, Harald",,,Raphaels Christologie,Stuttgart,95 S.,Raffaello,,,,,,Freskomalerei,Vatikanpalast
BV000199283,ita,{'a': 'DE-Y2'},"Vianelli, Athos",,,Le strade e i portici di Bologna,Roma,408 S.,,,,,,,Altstadt,Bologna
BV000199285,ita,{'a': 'DE-Freis2'},"Moscati, Sabatino",,,Nuove passeggiate laziali,Roma,283 Seiten,,,,,,,,Latium
BV000199595,ger,{'a': 'DE-Y2'},"Jung-Inglessis, Eva-Maria",,,St. Peter,Königstein im Taunus,63 S.,,,,,,,,Peterskirche
BV000200989,ita,{'a': 'DE-Y2'},"Manselli, Raoul",,,Il secolo XII,Roma,383 S.,,,,,,Geschichte 1100-1200,Volksfrömmigkeit,
BV000201435,ger,{'a': 'DE-M508'},"Lockner, Hermann Peter",,,Messing,München,188 S.,,,,,,Geschichte 1400-1700,Messing,Europa
BV000201569,ita,{'a': 'DE-Y2'},"Delli, Sergio",,,Strade in Vaticano,Roma,283 S.,,,,,,,Straße,Vatikanstadt
BV000201839,ita,{'a': 'DE-M341'},"Meijer, Bert W.",,,Rembrandt nel Seicento toscano,Firenze,63 S.,Rembrandt,,,,,Geschichte 1600-1800,Kunstbetrachtung,Italien
BV000202905,eng,{'a': 'DE-Y2'},"Ćurčić, Slobodan",,,Art and architecture in the Balkans,"Boston, Mass.","XXV, 427 S.",,,,,,,Architektur,Osmanisches Reich
BV000202938,fre,{'a': 'DE-Y2'},,,,Homélies anonymes du VIe siècle,Turnhout,149 S.,Jesus Christ,,,,,Geschichte 500-600,Predigt,
BV000202971,ita,{'a': 'DE-188'},,,,Le attività artistiche e il patrimonio librario della certosa di Firenze,Salzburg,"XVI, 185, ca. 30 S.",,,,,,,,
BV000202973,ita,{'a': 'DE-W91'},,,,Le attività artistiche e il patrimonio librario della certosa di Firenze,Salzburg,"VI S., S. 187 - 491",,,,,,,,
BV000203313,eng,{'a': 'DE-Y2'},"Pittman, Holly",,,Art of the Bronze Age,New York,99 S.,,Metropolitan Museum of Art,,,,Geschichte 3000 v. Chr.-1 v. Chr.,Kunst,Zentralasien
BV000203384,ita,{'a': 'DE-Y2'},,,,La donna Liberty,Roma u.a.,369 S.,,,,,,Geschichte 1890-1914,Jugendstil,
BV000203458,ger,{'a': 'DE-188'},,,,Mélanges d'archéologie et d'histoire médiévales,Genéve,"XXI, 406 S.","Boüard, Michel de",,,,,Geschichte 500-1500,Mittelalterliche Archäologie,Europa
BV000203977,ita,{'a': 'DE-B220'},,,,Aquileia nel IV secolo,Udine,S. 337 - 597,,,,,,,,
BV000204001,eng,{'a': 'DE-Y2'},"Wind, Edgar",,,The eloquence of symbols,Oxford,"XXXVI, 135 S., [20] Bl.","Warburg, Aby Moritz",,,,,Geschichte 1400-1600,Kunst,Europa
BV000204216,ger,{'a': 'DE-Freis2'},"Imkamp, Wilhelm",,,Das Kirchenbild Innocenz' III.,Stuttgart,"XI, 360 S.",Innozenz,,,,,,Ekklesiologie,
BV000204337,ita,{'a': 'DE-Y2'},,,,I piaceri e i giorni,Venezia,105 S.,,,,,,Geschichte 1870-1911,Mode,Rom
BV000204712,ger,{'a': 'DE-M341'},"Ost, Hans",,,Tizians Kasseler Kavalier,Köln,90 S.,"Vecellio, Tiziano",Gemäldegalerie Alte Meister Kassel,,,,Geschichte 1500-1600,Kind,Römisches Reich
BV000204800,ger,{'a': 'DE-37'},,,,Italienische Riviera,Hamburg,160 Seiten,,,,,,Geschichte,Kultur,Italienische Riviera
BV000204804,ger,{'a': 'DE-Y2'},"Brühl, Carlrichard",,,Die Honorantie civitatis Papie,Köln [u.a.],"IX, 102 S.","Visconti, Giangaleazzo, Duke of Milan <1351-1412>",,,Honorantie civitatis Papie,,Geschichte 900-1000,Königsgut,Oberitalien
BV000205007,ger,{'a': 'DE-M507'},"Gollek, Rosel",,,Das Münter-Haus in Murnau,S.l.,39 S.,"Münter, Gabriele",,,,,,,Münter-Haus
BV000205176,ita,{'a': 'DE-739'},"Martinoni, Renato",,,Gian Vincenzo Imperiale,Padova,"XXI, 382 S.","Imperiali, Giovan Vincenzo",,,,,Geschichte 1600-1800,Kunst,Italien
BV000205634,ita,{'a': 'DE-20'},,,,Arte in Italia,Milano,776 S.,,,,,,,Art,Italien
BV000205637,ita,{'a': 'DE-Y2'},"Crivellari, Domenico",,,Venezia,Milano,249 S.,,,,,,,Kunst,Venedig
BV000205714,ita,{'a': 'DE-Y2'},,,,Magna Grecia bizantina e tradizione classica,Napoli,"607, 72 S.",,,,,,Geschichte 550-850,Kunst,Magna Graecia
BV000206028,fre,{'a': 'DE-M21'},,,,Le monnayage byzantin,Louvain-la-Neuve,8O S.,,,,,,,Münze,Byzantinisches Reich
BV000206429,ita,{'a': 'DE-Y2'},"Lopez, Guido",,,La roba e la libertà,Milano,"282, ca. 49 S.",Ludovico,,,,,Geschichte 1483-1513,,Mailand
BV000206743,ita,{'a': 'DE-Y2'},"Brandi, Cesare",,,Giotto,Milano,191 S.,Giotto,,,,,,Wandmalerei,San Francesco
BV000207057,ita,{'a': 'DE-Y2'},"Moscati, Sabatino",,,Gli Italici,Milano,382 Seiten,,,,,,,Geschichte,
BV000207323,ita,{'a': 'DE-Y2'},,,,La Fabbrica di San Pietro,Cittá del Vaticano [u.a.],319 S.,Michelangelo,Basilica di San Pietro in Vaticano,,,,Geschichte 1500-1600,Proportion,Peterskirche
BV000207327,ita,{'a': 'DE-Y2'},"Moret, Antonio",,,Ritrovamenti archeologici inediti nell'antico Cenedese,Vittorio Veneto,261 S.,,,,,,Geschichte 300-1100,Archäologie,Vittorio Veneto
BV000207333,eng,{'a': 'DE-473'},,J. Paul Getty Museum,,Selections from the decorative arts in the J. Paul Getty Museum,"Malibu, Calif.",110 S.,,J. Paul Getty Museum,,,,Geschichte 1500-2000,Kunsthandwerk,Frankreich
BV000207876,ita,{'a': 'DE-355'},,Gallerie dell'Accademia (Venedig),,Catalogo dei disegni antichi,Milano,106 S.,"Rossi, Giuseppe",Gallerie dell'Accademia,,,,Geschichte 1500-1600,Geschichte,Venedig
BV000207877,ita,{'a': 'DE-355'},,Gallerie dell'Accademia (Venedig),,Catalogo dei disegni antichi,Milano,197 S.,,,,,,,,
BV000208091,ita,{'a': 'DE-Y2'},,,,Gilberto Zorio,Ravenna,155 S.,"Zorio, Gilberto",,,,,,,
BV000208161,ita,{'a': 'DE-Y2'},"Rizzo, Tiziano",,,I ponti di Venezia,Roma,364 S.,,,,,,,Brücke,Venedig
BV000208187,ita,{'a': 'DE-Y2'},"Quercioli, Mauro",,,Le mura e le porte di Roma,Roma,396 S.,,,,,,Geschichte 753 v. Chr.-1943,Stadtmauer,Rom
BV000208656,ita,{'a': 'DE-Y2'},"Bertagna, Giancarlo",,,Arte organaria in Liguria,Genova,187 S.,,,,,,Geschichte 1400-1900,Orgelbau,Ligurien
BV000208661,ita,{'a': 'DE-355'},,,,Roma ieri e oggi,Roma,342 S.,,,,,,,,Rom
BV000208723,ger,{'a': 'DE-W91'},,,,Diversarum artium studia,Wiesbaden,358 S.,"Roosen-Runge, Heinz",,,,,Geschichte,Kunst,
BV000208873,ger,{'a': 'DE-Bb24'},"Luther, Gisela",,,Heinrich Aldegrever,[Münster],79 S.,"Aldegrever, Heinrich",,,,,Geschichte 1500-1600,Kupferstich,
BV000209130,ger,{'a': 'DE-B496'},"Weiß, Wisso",,,Zeittafel zur Papiergeschichte,Leipzig,684 Seiten,,,,,,,Chronologie,
BV000209490,ger,{'a': 'DE-M336'},"Prause, Marianne",,,Bibliographie zur Kunstgeschichte des 19. Jahrhunderts,München,"XII, 1019 S.",,,,,,Geschichte 1800-1900,Kunst,
BV000209921,ger,{'a': 'DE-Y2'},,,,La scenografia barocca,Bologna,"176, [80] S.",,,,,,Geschichte 1600-1750,Festdekoration,
BV000209922,eng,{'a': 'DE-Y3'},,,,Centri storici di grandi agglomerati urbani,Bologna,"255, ca. 30 S.",,,,,,,Stadtkern,
BV000209923,ita,{'a': 'DE-Y2'},,,,Riforma religiosa e arti nell'epoca Carolingia,Bologna,"156, [50] S.",Karolinger,,,,,Geschichte 687-887,Kunst,
BV000210073,ger,{'a': 'DE-20'},"Metternich-Winneburg, Tatiana von",,,Die Stroganoffs,München u.a.,319 S.,Stroganov,,,,,,Geschichte,Russia
BV000210681,ger,{'a': 'DE-M508'},"Honour, Hugh",,,Lexikon Antiquitäten und Kunsthandwerk,München,"X, 687 S.",,,,,,Geschichte,Antiquität,
BV000210698,fre,{'a': 'DE-M458'},"Gaudriault, Raymond",,,La gravure de mode féminine en France,Paris,223 S.,,,,,,Geschichte 1500-2000,Modezeichnung,Frankreich
BV000211150,eng,{'a': 'DE-Y2'},"Harmon, James A.",,,Codicology of the court school of Charlemagne,Frankfurt am Main u.a.,"308, 10 S.",Karl,,,Bible.,,Geschichte 0700-0900,Evangeliar,Europa
BV000211199,ger,{'a': 'DE-M100'},,,,Aus Kirche und Reich,Sigmaringen,"XXII, 532 S.","Kempf, Friedrich",,,,,Kirchengeschichte 386-1444,Reich,Deutschland
BV000211550,eng,{'a': 'DE-Y2'},,Ashmolean Museum,,Catalogue of the collection of drawings,Oxford,"XX, 691, XL S.",,,,,,,,
BV000211632,ger,{'a': 'DE-B486'},"Belting, Hans",,,Das Ende der Kunstgeschichte?,München,95 S.,,,,,,Geschichte 1900-1995,Kunstgeschichtsschreibung,
BV000212010,ita,{'a': 'DE-Y2'},"Esposito, Gabriella",,,Architettura e storia dei trulli,Roma [u.a.],157 S.,,,,,,Geschichte,Trullo,Alberobello
BV000212245,ita,{'a': 'DE-M341'},,,,Giambattista Piazzetta,Venezia,234 S.,"Lama, Giulia",,,,,,"Art, Italian",Italien
BV000212907,ger,{'a': 'DE-M458'},,,,Der Archäologe,Münster,364 S.,"Diepenbroick-Grüter, Hans Dietrich von",,,,,,Sammlung,
BV000213138,ita,{'a': 'DE-Y2'},"Ferrante, Roberto",,,Ville patrizie bergamasche,Bergamo,216 S.,,,,,,,Decoration and ornament,Bergamo
BV000213224,ger,{'a': 'DE-M333'},"Mazal, Otto",,,Paläographie und Paläotypie,Stuttgart,"VIII, 404 S.",,,,,,Geschichte 1400-1600,Paläographie,
BV000213266,ita,{'a': 'DE-Y2'},"Hessen, Otto von",,,Il materiale altomedievale nelle Collezioni Stibbert di Firenze,Firenze,"46, 19 S.",,Museo Stibbert,,,,,Langobarden,Italien
BV000213471,ita,{'a': 'DE-Y2'},"Paone, Michele",,,Per la storia del barocco leccese,Bari,60 S.,,,,,,,,
BV000213599,fre,{'a': 'DE-Y2'},"Boespflug, François",,,Dieu dans l'art,Paris,379 S.,Benedikt,,,,,Geschichte 1600-1800,Geschichte,
BV000213914,ger,{'a': 'DE-M515'},"Merkelbach, Reinhold",,,Mithras,Königstein/Ts.,"XVI, 412 Seiten",Mithras,,,,,,Mithraskult,
